Movie,Director,Running time,Actor 1,Actor 2,Actor 3,Genre,Budget,Box Office,Actors Box Office %,Director Box Office %,Earnings,Oscar and Golden Globes nominations,Oscar and Golden Globes awards,Release year,IMDb score
Megamind,Tom McGrath,95,J.K. Simmons,Brad Pitt,Will Ferrell,Animation,130000000,322000000,88.17,100.0,192000000,0,0,2010,7.3
Memoirs of an Invisible Man,John Carpenter,99,Richard Epcar,Michael McKean,Patricia Heaton,Comedy,40000000,12200000,22.22,53.84,-27800000,0,0,1992,5.9
Men in Black 3,Barry Sonnenfeld,106,Will Smith,Michael Stuhlbarg,Nicole Scherzinger,Action,225000000,624000000,50.0,71.42,399000000,0,0,2012,6.8
Mercury Rising,Harold Becker,111,Bruce Willis,Miko Hughes,Carrie Preston,Action,60000000,23000000,44.0,20.0,-37000000,0,0,1998,6.1
Mickey Blue Eyes,Kelly Makin,102,Jeanne Tripplehorn,Burt Young,Vincent Pastore,Comedy,40000000,17000000,0.0,0.0,-23000000,0,0,1999,5.8
Middle of Nowhere,Ava DuVernay,97,Omari Hardwick,David Oyelowo,Lorraine Toussaint,Drama,200000,250000,33.33,50.0,50000,0,0,2012,6.5
Midnight Run,Martin Brest,126,Robert De Niro,Yaphet Kotto,Philip Baker Hall,Action,30000000,65000000,60.0,50.0,35000000,0,0,1988,7.6
Mighty Joe Young,Ron Underwood,114,Charlize Theron,Mika Boorem,David Paymer,Action,90000000,505000000,38.88,66.67,415000000,0,0,1998,5.6
Mirror Mirror,Tarsem Singh,106,Julia Roberts,Nathan Lane,Danny Woodburn,Adventure,85000000,183000000,27.77,75.0,98000000,0,0,2012,5.6
Mirrors,Alexandre Aja,112,Jason Flemyng,Cameron Boyce,Julian Glover,Horror,35000000,32000000,72.22,75.0,-3000000,0,0,2008,6.2
Miss Congeniality 2: Armed and Fabulous,John Pasquin,115,Eileen Brennan,Diedrich Bader,Treat Williams,Action,45000000,72000000,25.0,33.33,27000000,0,0,2005,5.0
Mission to Mars,Brian De Palma,114,Don Cheadle,Connie Nielsen,Kim Delaney,Sci-Fi,90000000,111000000,66.67,50.0,21000000,0,0,2000,5.6
Mission: Impossible - Ghost Protocol,Brad Bird,133,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action,145000000,694000000,80.55,60.0,549000000,0,0,2011,7.4
Mission: Impossible II,John Woo,123,Tom Cruise,Dougray Scott,Richard Roxburgh,Action,125000000,546000000,50.0,40.0,421000000,0,0,2000,6.1
Mission: Impossible III,J.J. Abrams,124,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,Action,150000000,397000000,85.0,100.0,247000000,0,0,2006,6.9
Mission: Impossible,Brian De Palma,110,Tom Cruise,Kristin Scott Thomas,Vanessa Redgrave,Action,80000000,457000000,69.44,50.0,377000000,0,0,1996,7.1
Mona Lisa Smile,Mike Newell,117,Julia Roberts,Kirsten Dunst,Marian Seldes,Drama,65000000,69000000,57.14,42.85,4000000,0,0,2003,6.4
Mondays in the Sun,Fernando León de Aranoa,113,Luis Tosar,Enrique Villén,Aida Folch,Comedy,4000000,5000000,16.67,0.0,1000000,0,0,2002,7.7
Money Train,Joseph Ruben,105,Vincent Pastore,Robert Blake,Aida Turturro,Action,68000000,144000000,66.67,100.0,76000000,0,0,1995,5.6
Monkeybone,Henry Selick,93,Brendan Fraser,Bridget Fonda,Megan Mullally,Animation,75000000,8000000,43.33,50.0,-67000000,0,0,2001,4.7
Monster House,Gil Kenan,91,Steve Buscemi,Jon Heder,Catherine O'Hara,Animation,75000000,140000000,66.67,0.0,65000000,0,0,2006,6.6
Monster-in-Law,Robert Luketic,101,Adam Scott,Jane Fonda,Elaine Stritch,Comedy,60000000,155000000,44.0,66.67,95000000,0,0,2005,5.5
Monsters University,Dan Scanlon,104,Steve Buscemi,Tyler Labine,Sean Hayes,Animation,200000000,743000000,100.0,100.0,543000000,0,0,2013,7.3
Monsters vs. Aliens,Rob Letterman,94,Amy Poehler,Rainn Wilson,Stephen Colbert,Action,175000000,385000000,100.0,100.0,210000000,0,0,2009,6.5
Moonraker,Lewis Gilbert,126,Desmond Llewelyn,Lois Chiles,Lois Maxwell,Action,34000000,210000000,66.67,100.0,176000000,0,0,1979,6.3
Mortal Kombat: Annihilation,John R. Leonetti,95,Brian Thompson,Talisa Soto,Robin Shou,Action,30000000,38000000,50.0,50.0,8000000,0,0,1997,3.7
Mortdecai,David Koepp,107,Johnny Depp,Olivia Munn,Ulrich Thomsen,Action,60000000,27000000,35.58,20.0,-33000000,0,0,2015,5.5
Mr 3000,Charles Stone III,104,Bernie Mac,Chris Noth,Paul Sorvino,Comedy,30000000,23000000,33.33,50.0,-7000000,0,0,2004,5.5
Mr. & Mrs. Smith,Doug Liman,126,Brad Pitt,Angelina Jolie,Stephanie March,Action,120000000,487000000,100.0,85.71,367000000,0,0,2005,6.5
Mr. Deeds,Steven Brill,96,Steve Buscemi,Adam Sandler,Peter Gallagher,Comedy,50000000,171000000,96.29,50.0,121000000,0,0,2002,5.8
Mr. Peabody & Sherman,Rob Minkoff,92,Ty Burrell,Zach Callison,Karan Brar,Animation,145000000,272000000,27.77,60.0,127000000,0,0,2014,6.9
Mr. Popper's Penguins,Mark Waters,94,Madeline Carroll,Ophelia Lovibond,Philip Baker Hall,Comedy,55000000,187000000,53.33,50.0,132000000,0,0,2011,6.0
Multiplicity,Harold Ramis,117,John de Lancie,Brian Doyle-Murray,Obba Babatundé,Comedy,45000000,56000000,33.33,50.0,11000000,0,0,1996,6.0
Muppets Most Wanted,James Bobin,119,Ty Burrell,Tina Fey,Hugh Bonneville,Adventure,50000000,80400000,22.22,33.33,30400000,0,0,2014,6.4
Murder by Numbers,Barbet Schroeder,115,Ryan Gosling,Chris Penn,Agnes Bruckner,Crime,50000000,56800000,32.14,0.0,6800000,0,0,2002,6.1
Must Love Dogs,Gary David Goldberg,98,Stockard Channing,Victor Webster,Elizabeth Perkins,Comedy,30000000,52000000,33.33,0.0,22000000,0,0,2005,5.9
My Best Friend's Girl,Howard Deutch,112,Dane Cook,Taran Killam,Riki Lindhome,Comedy,20000000,41000000,100.0,33.33,21000000,0,0,2008,5.9
My Date with Drew,Jon Gunn,90,John August,Brian Herzlinger,Jon Gunn,Documentary,1100,262000,100.0,66.67,260900,0,0,2004,6.6
My Favorite Martian,Donald Petrie,94,Steven Anthony Lawrence,Ray Walston,Michael Lerner,Comedy,65000000,72000000,16.67,37.5,7000000,0,0,1999,4.9
My Soul to Take,Wes Craven,107,Frank Grillo,Emily Meade,Zena Grey,Horror,25000000,27000000,50.0,70.0,2000000,0,0,2010,4.8
My Super Ex-Girlfriend,Ivan Reitman,95,Rainn Wilson,Eddie Izzard,Wanda Sykes,Comedy,30000000,60000000,66.67,87.5,30000000,0,0,2006,5.1
Mystery Men,Kinka Usher,121,Janeane Garofalo,Wes Studi,Eddie Izzard,Action,65000000,57000000,61.0,0.0,-8000000,0,0,1999,6.0
Nacho Libre,Jared Hess,92,Ana de la Reguera,Moises Arias,Héctor Jiménez,Comedy,32000000,99000000,66.67,100.0,67000000,0,0,2006,5.7
Nancy Drew,Andrew Fleming,99,Kay Panabaker,Laura Harring,Tate Donovan,Comedy,20000000,7000000,22.22,25.0,-13000000,0,0,2007,5.9
Nanny McPhee Returns,Susanna White,109,Daniel Mays,Bill Bailey,Eros Vlahos,Comedy,35000000,93000000,75.0,100.0,58000000,0,0,2010,6.1
National Treasure,Jon Turteltaub,131,Nicolas Cage,Armando Riesco,Annie Parisse,Action,100000000,347000000,83.33,42.85,247000000,0,0,2004,6.9
Need for Speed,Scott Waugh,132,Rami Malek,Dominic Cooper,Ramon Rodriguez,Action,66000000,203000000,83.33,100.0,137000000,0,0,2014,6.5
Neighbors 2: Sorority Rising,Nicholas Stoller,92,Chloë Grace Moretz,Ike Barinholtz,Kiersey Clemons,Comedy,35000000,108000000,88.89,75.0,73000000,0,0,2016,6.0
Never Again,Eric Schaeffer,98,Peter Dinklage,Bill Duke,Michael McKean,Comedy,500000,5000000,55.55,100.0,4500000,0,0,2001,6.0
New Nightmare,Wes Craven,107,Miko Hughes,Heather Langenkamp,Tracy Middendorf,Horror,8000000,19000000,66.67,70.0,11000000,0,0,1994,6.4
New York Minute,Dennie Gordon,91,Mary-Kate Olsen,Bob Saget,Riley Smith,Comedy,30000000,21000000,0.0,33.33,-9000000,0,0,2004,4.8
New York Stories,Woody Allen,124,Woody Allen,Larry David,Mia Farrow,Comedy,15000000,11000000,0.0,28.57,-4000000,0,0,1989,6.4
Next Stop Wonderland,Brad Anderson,104,Philip Seymour Hoffman,Callie Thorne,Holland Taylor,Comedy,1000000,3400000,85.0,40.0,2400000,0,0,1998,6.7
Night at the Museum,Shawn Levy,108,Robin Williams,Rami Malek,Steve Coogan,Action,110000000,574000000,81.0,91.67,464000000,0,0,2006,6.4
Night at the Museum: Battle of the Smithsonian,Shawn Levy,105,Robin Williams,Rami Malek,Steve Coogan,Adventure,150000000,413000000,81.0,91.67,263000000,0,0,2009,5.9
Night at the Museum: Secret of the Tomb,Shawn Levy,98,Robin Williams,Rami Malek,Steve Coogan,Adventure,127000000,364000000,81.0,91.67,237000000,0,0,2014,6.2
Nine Queens,Fabián Bielinsky,114,Ricardo Darín,Gastón Pauls,Leticia Brédice,Crime,1500000,5000000,83.33,100.0,3500000,0,0,2000,7.9
Nine,Rob Marshall,118,Fergie,Elio Germano,Andrea Di Stefano,Drama,80000000,54000000,0.0,60.0,-26000000,0,0,2009,5.8
Ninja Assassin,James McTeigue,99,Sh? Kosugi,Ben Miles,Rain,Action,40000000,61700000,0.0,33.33,21700000,0,0,2009,6.4
Non-Stop,Jaume Collet-Serra,106,Liam Neeson,Nate Parker,Scoot McNairy,Action,50000000,222000000,47.77,83.33,172000000,0,0,2014,7.0
Not Easily Broken,Bill Duke,99,Eddie Cibrian,Jenifer Lewis,Wood Harris,Drama,8000000,10000000,66.67,0.0,2000000,0,0,2009,6.1
Now You See Me 2,Jon M. Chu,129,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,Action,90000000,335000000,100.0,100.0,245000000,0,0,2016,6.9
Now You See Me,Louis Leterrier,125,Morgan Freeman,Common,Michael Kelly,Crime,75000000,352000000,91.67,85.71,277000000,0,0,2013,7.3
Nutty Professor II: The Klumps,Peter Segal,109,Larry Miller,Janet Jackson,Chris Elliott,Comedy,65000000,166000000,50.0,71.42,101000000,0,0,2000,4.3
Obitaemyy ostrov,Fedor Bondarchuk,115,Yuliya Snigir,Fedor Bondarchuk,Aleksey Serebryakov,Action,29500000,26000000,0.0,0.0,-3500000,0,0,2009,5.3
Oblivion,Joseph Kosinski,124,Morgan Freeman,Tom Cruise,Zoë Bell,Action,120000000,286000000,80.55,100.0,166000000,0,0,2013,7.0
Ocean's Thirteen,Steven Soderbergh,122,Al Pacino,Matt Damon,Brad Pitt,Crime,85000000,311000000,88.89,68.75,226000000,0,0,2007,6.9
Oceans,Jacques Perrin,104,Pedro Armendáriz Jr.,Jacques Perrin,Rie Miyazawa,Documentary,40000000,85000000,100.0,100.0,45000000,0,0,2009,7.8
Old Dogs,Walt Becker,88,Robin Williams,Bernie Mac,Ann-Margret,Comedy,35000000,96000000,89.33,100.0,61000000,0,0,2009,5.4
Oliver Twist,Roman Polanski,130,Ian McNeice,Barney Clark,Tony Noble,Crime,50000000,96000000,0.0,33.33,46000000,0,0,2005,6.9
Olympus Has Fallen,Antoine Fuqua,119,Gerard Butler,Morgan Freeman,Radha Mitchell,Action,70000000,170000000,66.67,50.0,100000000,0,0,2013,6.5
On Deadly Ground,Steven Seagal,101,Mike Starr,Joan Chen,Sven-Ole Thorsen,Action,50000000,49700000,11.11,0.0,-300000,0,0,1994,4.4
On the Road,Walter Salles,137,Kristen Stewart,Viggo Mortensen,Kirsten Dunst,Adventure,25000000,8000000,42.85,33.33,-17000000,0,0,2012,6.1
One for the Money,Julie Anne Robinson,91,Fisher Stevens,Debbie Reynolds,Patrick Fischler,Action,40000000,37000000,50.0,50.0,-3000000,0,0,2012,5.3
One Missed Call,Eric Valette,87,Johnny Lewis,Jason Beghe,Margaret Cho,Horror,20000000,45000000,100.0,50.0,25000000,0,0,2008,3.9
One True Thing,Carl Franklin,127,Meryl Streep,William Hurt,Tom Everett Scott,Drama,30000000,38000000,15.0,0.0,8000000,0,0,1998,7.0
Open Season,Roger Allers,83,Jon Favreau,Debra Messing,Jane Krakowski,Animation,85000000,197000000,88.89,100.0,112000000,0,0,2006,6.2
Orgazmo,Trey Parker,92,Trey Parker,Dian Bachar,Matt Stone,Comedy,1000000,1500000,16.67,33.33,500000,0,0,1997,6.2
Original Sin,Michael Cristofer,118,Angelina Jolie,Gregory Itzin,Jack Thompson,Drama,42000000,36700000,33.33,0.0,-5300000,0,0,2001,6.0
Osmosis Jones,Bobby Farrelly,95,Ron Howard,Brandy Norwood,David Hyde Pierce,Action,70000000,14000000,50.0,66.67,-56000000,0,0,2001,6.2
Out of Time,Carl Franklin,114,Denzel Washington,Sanaa Lathan,John Billingsley,Crime,50000000,55600000,66.67,0.0,5600000,0,0,2003,6.5
Outbreak,Wolfgang Petersen,127,Kevin Spacey,Morgan Freeman,Rene Russo,Action,50000000,190000000,76.66,66.67,140000000,0,0,1995,6.6
Over the Hedge,Tim Johnson,83,Bruce Willis,Steve Carell,Catherine O'Hara,Animation,80000000,336000000,72.22,100.0,256000000,0,0,2006,6.8
Oz the Great and Powerful,Sam Raimi,130,Tim Holmes,Mila Kunis,James Franco,Adventure,215000000,493000000,72.22,61.5,278000000,0,0,2013,6.4
P.S. I Love You,Richard LaGravenese,126,Gerard Butler,Harry Connick Jr.,Nellie McKay,Drama,30000000,156000000,50.0,25.0,126000000,0,0,2007,7.1
Pacific Rim,Guillermo del Toro,131,Charlie Hunnam,Clifton Collins Jr.,Larry Joe Campbell,Action,190000000,411000000,77.00,60.0,221000000,0,0,2013,7.0
Pan,Joe Wright,111,Hugh Jackman,Cara Delevingne,Nonso Anozie,Adventure,150000000,128000000,41.67,28.57,-22000000,0,0,2015,5.8
Pandorum,Christian Alvart,108,Norman Reedus,Dennis Quaid,Eddie Rouse,Action,33000000,20000000,50.0,0.0,-13000000,0,0,2009,6.8
ParaNorman,Chris Butler,92,Anna Kendrick,Kodi Smit-McPhee,Elaine Stritch,Animation,60000000,107000000,61.0,0.0,47000000,0,0,2012,7.0
Parental Guidance,Andy Fickman,105,Bailee Madison,Gedde Watanabe,Tom Everett Scott,Comedy,25000000,104000000,36.11,66.67,79000000,0,0,2012,6.1
Parker,Taylor Hackford,118,Jason Statham,Clifton Collins Jr.,Wendell Pierce,Action,35000000,16000000,51.38,33.33,-19000000,0,0,2013,6.2
Partition,Vic Sarin,116,Jimi Mistry,Jesse Moss,John Light,Drama,10000000,1000000,33.33,0.0,-9000000,0,0,2007,7.0
Party Monster,Fenton Bailey,98,Macaulay Culkin,Mia Kirshner,Marilyn Manson,Biography,5000000,1000000,50.0,50.0,-4000000,0,0,2003,6.3
Patch Adams,Tom Shadyac,115,Robin Williams,Philip Seymour Hoffman,Monica Potter,Biography,50000000,202000000,82.66,66.67,152000000,0,0,1998,6.7
Patriot Games,Phillip Noyce,117,Harrison Ford,Polly Walker,Patrick Bergin,Action,45000000,178000000,66.67,66.67,133000000,0,0,1992,6.9
Paul Blart: Mall Cop 2,Andy Fickman,94,D.B. Woodside,Daniella Alonso,Eduardo Verástegui,Action,30000000,107000000,66.67,66.67,77000000,0,0,2015,4.4
Paul,Greg Mottola,109,Bobby Lee,Nelson Ascencio,Jeremy Owen,Adventure,40000000,98000000,100.0,100.0,58000000,0,0,2011,7.0
Pay It Forward,Mimi Leder,123,Kevin Spacey,Haley Joel Osment,Angie Dickinson,Drama,40000000,51000000,25.0,66.67,11000000,0,0,2000,7.2
Payback,Brian Helgeland,90,Bill Duke,Deborah Kara Unger,William Devane,Action,50000000,161000000,33.33,40.0,111000000,0,0,1999,7.1
Paycheck,John Woo,119,Ivana Milicevic,Joe Morton,Callum Rennie,Action,60000000,58000000,47.22,40.0,-2000000,0,0,2003,6.3
Peaceful Warrior,Victor Salva,120,Scott Mechlowicz,Tim DeKay,Agnes Bruckner,Drama,10000000,5000000,16.67,66.67,-5000000,0,0,2006,7.3
Penguins of Madagascar,Eric Darnell,92,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Animation,132000000,373000000,88.89,80.0,241000000,0,0,2014,6.7
Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,118,Logan Lerman,Rosario Dawson,Steve Coogan,Adventure,95000000,226000000,58.33,72.72,131000000,0,0,2010,5.9
Percy Jackson: Sea of Monsters,Thor Freudenthal,106,Logan Lerman,Leven Rambin,Brandon T. Jackson,Adventure,90000000,200000000,66.67,100.0,110000000,0,0,2013,5.9
Perfume: The Story of a Murderer,Tom Tykwer,147,Michael Smiley,David Calder,Simon Chandler,Crime,50000000,100000000,100.0,50.0,50000000,0,0,2006,7.5
Pinocchio,Norman Ferguson,88,Mel Blanc,Dickie Jones,Cliff Edwards,Animation,2600000,164000000,100.0,100.0,161400000,0,0,1940,7.5
Piranha 3D,Alexandre Aja,88,Adam Scott,Kelly Brook,Jessica Szohr,Comedy,24000000,83000000,50.0,75.0,59000000,0,0,2010,5.5
Pirates of the Caribbean: On Stranger Tides,Rob Marshall,136,Johnny Depp,Sam Claflin,Stephen Graham,Action,250000000,1046000000,85.55,60.0,796000000,0,0,2011,6.7
Pixels,Chris Columbus,106,Peter Dinklage,Adam Sandler,Josh Gad,Animation,88000000,245000000,85.18,72.72,157000000,0,0,2015,5.6
Planet 51,Jorge Blanco,91,Dwayne Johnson,Gary Oldman,James Corden,Animation,70000000,72000000,70.0,0.0,2000000,0,0,2009,6.1
Playing for Keeps,Gabriele Muccino,105,Gerard Butler,Dennis Quaid,Judy Greer,Comedy,35000000,9000000,44.0,50.0,-26000000,0,0,2012,5.7
Point Break,Ericson Core,114,Ray Winstone,Edgar Ramírez,Delroy Lindo,Action,105000000,133000000,27.77,0.0,28000000,0,0,2015,5.3
Pompeii,Paul W.S. Anderson,105,Sasha Roiz,Currie Graham,Dylan Schombing,Action,80000000,117000000,0.0,50.0,37000000,0,0,2014,5.6
Porky's,Bob Clark,94,Art Hindle,Susan Clark,Tony Ganios,Comedy,4000000,90000000,100.0,50.0,86000000,0,0,1981,6.2
Post Grad,Vicky Jenson,88,J.K. Simmons,Zach Gilford,Bobby Coleman,Comedy,15000000,4000000,38.17,0.0,-11000000,0,0,2009,5.3
Pound of Flesh,Ernie Barbarash,104,Darren Shahlavi,Aki Aleong,Brahim Achabbakhe,Action,7500000,1000000,0.0,0.0,-6500000,0,0,2015,5.1
Practical Magic,Griffin Dunne,104,Goran Visnjic,Dianne Wiest,Stockard Channing,Comedy,48000000,93000000,33.33,0.0,45000000,0,0,1998,6.1
Predator 2,Stephen Hopkins,103,Adam Baldwin,Robert Davi,Kevin Peter Hall,Action,35000000,57000000,16.67,20.0,22000000,0,0,1990,6.2
Predators,Nimród Antal,107,Topher Grace,Alice Braga,Derek Mears,Action,40000000,127000000,50.0,50.0,87000000,0,0,2010,6.4
Premium Rush,David Koepp,91,Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi,Action,35000000,31000000,83.33,20.0,-4000000,0,0,2012,6.5
Priest,Scott Stewart,87,Josh Wingate,Alan Dale,Jacob Hopkins,Action,60000000,30000000,0.0,50.0,-30000000,0,0,2011,5.7
Primary Colors,Mike Nichols,143,Maura Tierney,Adrian Lester,Paul Guilfoyle,Comedy,65000000,123000000,13.33,16.67,58000000,0,0,1998,6.7
Prince of Persia: The Sands of Time,Mike Newell,116,Jake Gyllenhaal,Richard Coyle,Reece Ritchie,Action,200000000,336000000,66.67,42.85,136000000,0,0,2010,6.6
Proof of Life,Taylor Hackford,135,Pamela Reed,Alun Armstrong,Michael Kitchen,Action,65000000,119000000,50.0,33.33,54000000,0,0,2000,6.2
Punisher: War Zone,Lexi Alexander,103,Julie Benz,Wayne Knight,Colin Salmon,Action,35000000,10000000,50.0,0.0,-25000000,0,0,2008,6.0
Pushing Tin,Mike Newell,124,Angelina Jolie,Kurt Fuller,Jake Weber,Comedy,38000000,31500000,50.0,42.85,-6500000,0,0,1999,6.0
Quantum of Solace,Marc Forster,106,Giancarlo Giannini,Mathieu Amalric,Rory Kinnear,Action,200000000,589000000,33.33,71.42,389000000,0,0,2008,6.7
Queen of the Damned,Michael Rymer,101,Aaliyah,Lena Olin,Bruce Spence,Drama,35000000,45000000,33.33,50.0,10000000,0,0,2002,5.2
R.I.P.D.,Robert Schwentke,96,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action,130000000,79000000,55.55,66.67,-51000000,0,0,2013,5.6
Race to Witch Mountain,Andy Fickman,98,Dwayne Johnson,Billy Brown,Tom Everett Scott,Action,65000000,106000000,41.67,66.67,41000000,0,0,2009,5.7
Radio Flyer,Richard Donner,114,Adam Baldwin,Thomas Ian Nicholas,John Heard,Drama,35000000,12000000,47.22,50.0,-23000000,0,0,1992,6.9
Raise the Titanic,Jerry Jameson,119,M. Emmet Walsh,Jason Robards,Anne Archer,Action,36000000,7000000,44.0,50.0,-29000000,0,0,1980,4.7
Raising Helen,Garry Marshall,119,Amber Valletta,Felicity Huffman,Spencer Breslin,Comedy,50000000,49700000,52.77,87.5,-300000,0,0,2004,6.0
Rambo III,Peter MacDonald,87,Sylvester Stallone,Kurtwood Smith,Richard Crenna,Action,63000000,53000000,61.00,0.0,-10000000,0,0,1988,5.7
Rambo: First Blood Part II,George P. Cosmatos,96,Sylvester Stallone,Julia Nickson,Martin Kove,Action,44000000,300000000,83.33,66.67,256000000,0,0,1985,6.4
Random Hearts,Sydney Pollack,133,Harrison Ford,Kristin Scott Thomas,Bill Cobbs,Drama,64000000,32000000,61.0,80.0,-32000000,0,0,1999,5.1
Rat Race,Jerry Zucker,112,Corinna Harney,Douglas Haase,Vince Vieluf,Adventure,48000000,85600000,0.0,66.67,37600000,0,0,2001,6.4
Real Steel,Shawn Levy,127,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Action,110000000,299000000,100.0,91.67,189000000,0,0,2011,7.1
RED 2,Dean Parisot,116,Bruce Willis,Anthony Hopkins,Garrick Hagon,Action,84000000,148000000,66.67,50.0,64000000,0,0,2013,6.7
Red Dawn,John Milius,114,Lea Thompson,Jennifer Grey,William Smith,Action,16900000,38000000,66.67,75.0,21100000,0,0,1984,6.4
Red Eye,Wes Craven,85,Robert Pine,Carl Gilliard,Suzie Plakson,Thriller,26000000,95000000,100.0,70.0,69000000,0,0,2005,6.5
Red Planet,Antony Hoffman,106,Bob Neill,Val Kilmer,Tom Sizemore,Sci-Fi,70000000,33000000,0.0,0.0,-37000000,0,0,2000,5.7
Red Riding Hood,Catherine Hardwicke,100,Gary Oldman,Billy Burke,Virginia Madsen,Horror,42000000,140000000,67.22,66.67,98000000,0,0,2011,5.4
Red Tails,Anthony Hemingway,125,David Oyelowo,Nate Parker,Tristan Mack Wilds,Action,58000000,49000000,50.0,0.0,-9000000,0,0,2012,5.9
RED,Robert Schwentke,111,Bruce Willis,Morgan Freeman,Jaqueline Fleming,Action,58000000,180000000,100.0,66.67,122000000,0,0,2010,7.1
Reign of Fire,Rob Bowman,101,Christian Bale,Gerard Butler,Matthew McConaughey,Action,60000000,80000000,44.0,25.0,20000000,0,0,2002,6.2
Reindeer Games,John Frankenheimer,124,Charlize Theron,James Frain,Clarence Williams III,Action,34000000,31000000,55.55,0.0,-3000000,0,0,2000,5.7
Remember Me,Allen Coulter,113,Robert Pattinson,Lena Olin,Ruby Jerins,Drama,16000000,18000000,29.16,0.0,2000000,0,0,2010,7.2
Renaissance Man,Penny Marshall,128,Ed Begley Jr.,Cliff Robertson,Lillo Brancato,Comedy,40000000,24000000,0.0,50.0,-16000000,0,0,1994,6.1
Repo Men,Miguel Sapochnik,119,Alice Braga,RZA,Yvette Nicole Brown,Action,32000000,19000000,83.33,0.0,-13000000,0,0,2010,6.3
Rescue Dawn,Werner Herzog,120,Christian Bale,Toby Huss,François Chau,Biography,10000000,10000000,33.33,0.0,0,0,0,2006,7.3
Resident Evil,Paul W.S. Anderson,100,Milla Jovovich,Jaymes Butler,Colin Salmon,Action,33000000,102000000,50.0,50.0,69000000,0,0,2002,6.7
Resident Evil: Afterlife,Paul W.S. Anderson,97,Milla Jovovich,Boris Kodjoe,Shawn Roberts,Action,60000000,296000000,33.33,50.0,236000000,0,0,2010,5.9
Resident Evil: Apocalypse,Alexander Witt,98,Milla Jovovich,Thomas Kretschmann,Mike Epps,Action,45000000,129000000,33.33,100.0,84000000,0,0,2004,6.2
Resident Evil: Extinction,Russell Mulcahy,94,Milla Jovovich,Mike Epps,James Tumminia,Action,45000000,147000000,50.0,66.67,102000000,0,0,2007,6.3
Resident Evil: Retribution,Paul W.S. Anderson,96,Milla Jovovich,Boris Kodjoe,Bingbing Li,Action,65000000,238000000,50.0,50.0,173000000,0,0,2012,5.4
Return to Oz,Walter Murch,109,Piper Laurie,Jean Marsh,Tim Rose,Adventure,25000000,11000000,0.0,0.0,-14000000,0,0,1985,6.7
Return to the Blue Lagoon,William A. Graham,102,Milla Jovovich,Wayne Pygram,Lisa Pelikan,Adventure,11000000,2800000,0.0,0.0,-8200000,0,0,1991,5.1
Ri¢hie Ri¢h,Donald Petrie,95,Macaulay Culkin,John Larroquette,Jonathan Hyde,Comedy,40000000,76000000,16.67,37.5,36000000,0,0,1994,5.2
Riddick,David Twohy,127,Vin Diesel,Nolan Gerard Funk,Bokeem Woodbine,Sci-Fi,38000000,115000000,100.0,50.0,77000000,0,0,2013,6.4
