Name,Price,Producer,MPN,EAN,UPC,Supported Sockets,Height,TDP,80mm Fans,92mm Fans,120mm Fans,140mm Fans,200mm Fans,Additional Fan Support,Product Page
Noctua NH-L9a-AM5 Low Profile - 92mm,,Noctua,NH-L9a-AM5,9010018000344,,AM5,37 mm,,0,0,0,0,0,False,
Noctua NH-L9i - 92mm,,Noctua,NH-L9I,4716123314875,842431014269,"1150, 1151, 1155, 1156",37 mm,,0,0,0,0,0,False,
Noctua NH-L9i 95mm SSO2,$36.8 USD,Noctua,NH-L9i,842431014269,842431014269,"1150, 1155, 1156",37 mm,,0,0,0,0,0,False,https://www.amazon.ca/Noctua-NH-L9i-Premium-Low-Profile-LGA115x/dp/B009VCAJ7W?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B009VCAJ7W
Noctua NH-L9i chromax.black - 92mm,,Noctua,NH-L9i CH.BK,9010018000191,841501100192,"1150, 1151, 1155, 1156",37 mm,,0,0,0,0,0,False,
Noctua NH-L9i-17xx - 92mm,,Noctua,NH-L9i-17xx,9010018000276,,"1700, 1700",95 mm,,0,0,0,0,0,True,
Noctua NH-L9i-17xx chromax.black - 92mm,,Noctua,NH-L9i-17xx chromax.black,9010018000283,,"1700, 1700",95 mm,,0,0,0,0,0,True,
Noctua NH-L9x65 - 92mm,$55.31 USD,Noctua,NH-L9X65,4716123315629,842431012517,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM2, AM3, AM3+, FM1, FM2, FM2+",65 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00VB3Y89E?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Noctua NH-L9x65 92 x 92 x 14mm, 92 x 92 x 25mm SSO2 Low-profile Quiet , NF-A9x14 PWM fan",$55.31 USD,Noctua,NH-L9x65,842431012517,,"1150, 1155, 1156, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, 1700",65 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00VB3Y89E?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Noctua NH-L9x65 SE-AM4 - 92mm,,Noctua,NH-L9x65 SE-AM4,9010018000085,,"AM4, AM5",65 mm,,0,0,0,0,0,False,
Noctua NH-P1 passiver,,Noctua,NH-P1,9010018000269,841501100260,"1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1, 1700, AM5",158 mm,,0,0,0,0,0,False,
Noctua NH-U12A - 120mm,,Noctua,NH-U12A,9010018000160,841501100161,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, 1700, AM5",158 mm,,0,0,0,0,0,False,
Noctua NH-U12DXi4 - 120mm,$62.96 USD,Noctua,NH-U12DXi4,4716123314974,,"1366, 2011, 2011-V3, 2066",125 mm,,0,0,0,0,0,True,https://www.amazon.ca/Noctua-Cooler-LGA2011-Platforms-NH-U12DXi4/dp/B00DWFQ42I?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00DWFQ42I
Noctua NH-U12S 120x120x25 ( NF-F12 PWM) SSO2-Bearing ( Self-stabilising oil-presure bearing ),$54.3 USD,Noctua,NH-U12S,842431014306,,"2011, 1156,1155, 1150, AM2,AM2+,AM3, AM3+, FM1, FM2, 1700",158 mm,,0,0,0,0,0,False,https://www.amazon.ca/Noctua-NH-U12-Sockets-Heatpipe-Cooling/dp/B00C9EYVGY?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00C9EYVGY
Noctua NH-U12S chromax.black - 120mm,,Noctua,NH-U12S CH.BK,9010018000177,,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, AM5",158 mm,,0,0,0,0,0,True,
Noctua NH-U12S DX-3647 - 120mm,,Noctua,NH-U12S DX-3647,9010018000146,841501100147,3647,125 mm,,0,0,0,0,0,False,
Noctua NH-U12S redux - 120mm,,Noctua,NH-U12S redux,9010018000207,,"1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1, 1700, AM5",158 mm,,0,0,0,0,0,True,
Noctua NH-U12S SE-AM4 - 120mm,,Noctua,NH-U12S SE-AM4,9010018000078,841501100079,"AM4, AM5",158 mm,,0,0,0,0,0,True,
Noctua NH-U12S TR4-SP3 - 120mm,,Noctua,NH-U12S TR4-SP3,9010018000115,841501100116,"TR4, sTRX4",158 mm,,0,0,0,0,0,True,
Noctua NH-U14S 140mm SSO2-Bearing (Self-stabilising oil-presure bearing),$71.3 USD,Noctua,NH-U14S,842431014313,,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM2, AM3, AM3+, FM1, FM2, FM2+, 1700",165 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00C9FLSLY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Noctua NH-U14S DX-3647 - 140mm,,Noctua,NH-U14S DX-3647,9010018000139,,3647,165 mm,,0,0,0,0,0,True,
Noctua NH-U14S TR4-SP3 - 140mm,,Noctua,NH-U14S TR4-SP3,9010018000108,841501100109,"TR4, sTRX4",165 mm,,0,0,0,0,0,True,
Noctua NH-U9 TR4-SP3 - 92mm,,Noctua,NH-U9 TR4-SP3,9010018000122,,"TR4, sTRX4",125 mm,,0,0,0,0,0,False,
Noctua NH-U9B SE2 - 2x92mm,,Noctua,NH-U9B SE2,4716123314523,,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",125 mm,,0,0,0,0,0,False,
Noctua NH-U9DXi4 - 92mm,$54.37 USD,Noctua,NH-U9DXi4,4716123314967,,"1366, 2011, 2011-V3, 2066",125 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00E1JGFA0?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Noctua NH-U9S chromax.black - 92mm,,Noctua,NH-U9S CH.BK,9010018000252,,"1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1, AM5",125 mm,,0,0,0,0,0,True,
Noctua U12A chromax.black - 120mm,,Noctua,NH-U12A chromax.black,9010018000245,841501100246,"1150, 1151, 1155, 1156, 2011, 2066, AM4, AM3+, AM2+, FM2+, FM1, 1700, AM5",158 mm,,0,0,0,0,0,False,
Noctua U12S DX-4189 - 2x 120mm,,Noctua,NH-U12S DX-4189,9010018000306,,4189,125 mm,,0,0,0,0,0,False,
Noctua U14S DX-4189 - 140mm,,Noctua,NH-U14S DX-4189,9010018000290,,4189,165 mm,,0,0,0,0,0,False,
Noctua U9 DX-4189 - 92mm,,Noctua,NH-U9 DX-4189,9010018000313,,4189,95 mm,,0,0,0,0,0,False,
NZXT KRAKEN M22,$83.01 USD,NZXT,RL-KRM22-01,5060301694013,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,1,0,0,False,https://www.amazon.ca/NZXT-Kraken-M22-120mm-RL-KRM22-01/dp/B079JF6NDC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079JF6NDC
NZXT KRAKEN X42 V2,$123.31 USD,NZXT,RL-KRX42-02,5060301693740,815671013422,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,0,1,0,False,https://www.amazon.ca/NZXT-RL-KRX42-02-Software-Controlled-Lighting/dp/B06XXJ86WJ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XXJ86WJ
NZXT KRAKEN X52 V2,$150.38 USD,NZXT,RL-KRX52-02,5060301693757,815671013439,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B06XWYY83S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
NZXT KRAKEN X53,,NZXT,RL-KRX53-01,5060301695430,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,2,0,0,False,
NZXT KRAKEN X62 V2,$143.17 USD,NZXT,RL-KRX62-02,5060301693764,815671013446,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,0,2,0,False,https://www.amazon.ca/dp/B06XX8Q1CL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
NZXT KRAKEN X72,$183.79 USD,NZXT,RL-KRX72-01,5060301694037,815671013729,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4, sTRX4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B079J2N8Q8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"NZXT Kraken Z53 RGB , black",$263.0 USD,NZXT,RL-KRZ53-R1,5060301696536,815671016614,"2066, 2011-V3, 1366, 1200, 1150, 1151, 1155, 1156, AM4, sTRX4, TR4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B09GKP2Q2H?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"NZXT Kraken Z53 RGB , white",,NZXT,RL-KRZ53-RW,5060301696567,,"2066, 2011-V3, 1366, 1200, 1150, 1151, 1155, 1156, AM4, sTRX4, TR4",0 mm,,0,0,2,0,0,False,
NZXT KRAKEN Z73,$258.95 USD,NZXT,RL-KRZ73-01,5060301695478,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B084HMGKWT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"NZXT Kraken Z73 RGB , black",$339.0 USD,NZXT,RL-KRZ73-R1,5060301696550,815671016638,"2066, 2011-V3, 1366, 1200, 1150, 1151, 1155, 1156, AM4, sTRX4, TR4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B09GKQJK5P?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"NZXT Kraken Z73 RGB , white",,NZXT,RL-KRZ73-RW,5060301696581,,"2066, 2011-V3, 1366, 1200, 1150, 1151, 1155, 1156, AM4, sTRX4, TR4",0 mm,,0,0,2,0,0,False,
"PH-TC12LS, Slim Low-Profile, 120mm PWM Processor cooler",$39.89 USD,Phanteks Company,PH-TC12LS_BK,886523000631,,"2011,1150,1151,1155,1156,1366,775,FM1,FM2,AM3,AM2",74 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00QJI75AA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PH-TC14S, Slim Twin Towers, 140mm PWM Processor cooler",$47.14 USD,Phanteks Company,PH-TC14S_BK,886523000617,,"2011,1150,1151,1155,1156,1366,775,FM1,FM2,AM3,AM2",160 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00QJI9JFE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Glacier One 240 MP , D-RGB - black",,PHANTEKS,PH-GO240MP_DBK01,0886523701521,,"1200, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM4, TR4, sTRX4",0 mm,,0,0,2,0,0,False,
"PHANTEKS Glacier One 240 MPH , D-RGB - black",$240.4 USD,PHANTEKS,PH-GO240MPH_DBK01,0886523002178,,"1700, 1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, sTRX4, TR4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B09MCDFSXL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Glacier One 240 MPH , D-RGB - white",,PHANTEKS,PH-GO240MPH_DWT01,0886523701538,,"1200, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM4, TR4, sTRX4",0 mm,,0,0,2,0,0,False,
"PHANTEKS Glacier One 240 T30 , D-RGB - black",$204.89 USD,PHANTEKS,PH-GO240T30_DAG01,0886523002123,,"1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2066, AM4, sTRX4, TR4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B09B2KBSH3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Glacier One 280 MP , D-RGB - black",,PHANTEKS,PH-GO280MP_DBK01,0886523701576,,"1200, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM4, TR4, sTRX4",0 mm,,0,0,0,2,0,False,
"PHANTEKS Glacier One 280 MPH , D-RGB - black",$196.98 USD,PHANTEKS,PH-GO280MPH_DBK01,0886523002147,,"1700, 1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, sTRX4, TR4",0 mm,,0,0,0,2,0,False,https://www.amazon.ca/dp/B09MCG5VJ6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Glacier One 360 MP , D-RGB - black",,PHANTEKS,PH-GO360MP_DBK01,0886523701569,,"1200, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM4, TR4, sTRX4",0 mm,,0,0,3,0,0,False,
"PHANTEKS Glacier One 360 MPH , D-RGB - black",$145.07 USD,PHANTEKS,PH-GO360MPH_DBK01,0886523002130,,"1700, 1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, sTRX4, TR4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B09MCG3DVY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS Glacier One 360 MPH , D-RGB - white",,PHANTEKS,PH-GO360MPH_DWT01,0886523701644,,"1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4, sTRX4, TR4",0 mm,,0,0,3,0,0,False,
"PHANTEKS Glacier One 360 T30 Gen2 , D-RGB - black",,PHANTEKS,PH-GO360T30_DAG02,0886523002710,,"1154, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",0 mm,,0,0,3,0,0,False,
Phanteks PH-TC12DX 120mm PWM,$54.4 USD,Phanteks Company,PH-TC12DX,886523000341,,"1150,2011,1150,1155,1156,1366,775, FM2,FM1,AM3+,AM3,AM2+,AM2",157 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00AXUTKEY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Phanteks PH-TC12DX_BK 2 x 120mm PWM,$48.05 USD,Phanteks Company,PH-TC12DX_BK,886523000365,,"1150 , 2011 , 1150 , 1155 , 1156 , 1366 , 775, FM2 , FM1 , AM3+ , AM3 , AM2+ , AM2",157 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00AXUTKEE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
PHANTEKS PH-TC12LS mit RGB Halos - 120mm,$52.42 USD,PHANTEKS,PH-TC12LS_RGB,0886523001447,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",80 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B07L9XSXBZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS PH-TC12LS HTPC - 120mm, black",$39.89 USD,PHANTEKS,PH-TC12LS_BK,0886523000631,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",75 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00QJI75AA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS PH-TC14CS - 140mm, blue",$79.78 USD,PHANTEKS,PH-TC14CS_BL,0886523000068,,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",138 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B007V9XAVY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS PH-TC14PE - 140mm, orange",$94.29 USD,PHANTEKS,PH-TC14PE_OR,0886523000044,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",171 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B005OS46MQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS PH-TC14PE - 140mm, black",$79.13 USD,PHANTEKS,PH-TC14PE_BK,0886523000174,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",171 mm,,0,0,0,0,0,True,https://www.amazon.ca/dp/B007ZZE63A?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS PH-TC14PE - 140mm, silver",$89.93 USD,PHANTEKS,PH-TC14PE,0886523000006,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",171 mm,,0,0,0,0,0,True,https://www.amazon.ca/dp/B005OREE38?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Phanteks PH-TC14PE 140mm UFB (Updraft Floating Balance),$89.93 USD,Phanteks Company,PH-TC14PE,886523000006,,"1150 , 2011 , 1155 , 1156 , 1366 , 775, FM1,AM3+,AM3,AM2+,AM2",171 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B005OREE38?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Phanteks PH-TC14PE_BK 140mm UFB (Updraft Floating Balance),$79.13 USD,Phanteks Company,PH-TC14PE_BK,886523000174,,"2011 , 1150,1155 , 1156 , 1366 , 775, FM1,AM3+,AM3,AM2+,AM2",171 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B007ZZE63A?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"PHANTEKS PH-TC14S Slim - 140mm, black",$47.14 USD,PHANTEKS,PH-TC14S_BK,0886523000617,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,True,https://www.amazon.ca/dp/B00QJI9JFE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Phononic Hex 2.0 thermoelektrischer - 92 mm,$143.58 USD,Phononic,Hex-2.0,0816789020012,,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM2, AM3, AM3+, FM1, FM2, FM2+",125 mm,,0,0,0,0,0,False,https://www.amazon.ca/Phononic-HEX-2-0-Cooler-Cooling/dp/B01JP7GEOE?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01JP7GEOE
Prolimatech Basic 48 - 92mm,,Prolimatech,Basic 48,4711552410419,,"1150, 1151, 1155, 1156, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",125 mm,,0,1,0,0,0,True,
Prolimatech Black Series Genesis,,Prolimatech,Black Series Genesis,4711552410174,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",165 mm,,0,0,0,0,0,True,
Prolimatech Blue Series Megahalems,,Prolimatech,Blue Series Megahalems,4711552410082,,"1150, 1151, 1155, 1156, 1366, 2011, 775",158.7 mm,,0,0,0,0,0,False,
Prolimatech Genesis,,Prolimatech,Genesis,4711552410273,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",165 mm,,0,0,0,0,0,True,
"Prolimatech Genesis ""Dual Viper Edition""",$10.84 USD,Prolimatech,CPBU-046,0000000000000,824142142967,"1150, 1151, 1155, 1156, 1366, 2011, 775, AM2, AM3, AM3+, FM1, FM2",160 mm,,0,0,0,0,0,True,https://www.amazon.ca/dp/2253053511?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Prolimatech Megahalems Rev.C,,Prolimatech,Megahalems Rev. C,4711552410327,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM3, AM3+, FM1, FM2, FM2+","158,7 mm",,0,0,0,0,0,True,
Prolimatech Samuel 17 Processor Kühler,,Prolimatech,Samuel 17,4711552410235,,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",45 mm,,0,0,0,0,0,True,
"Raijintek Aidos Black, Heatpipe , PWM - 92mm",$17.02 USD,RAIJINTEK,0R100009,4715109920352,849939000350,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",136 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00QMZIYEQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Raijintek Aidos Heatpipe , PWM - 92mm",$17.14 USD,RAIJINTEK,0P105246,4715109920024,849939000022,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",136 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00GOVA3XI?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Raijintek Processor Kühler AIDOS II,,RAIJINTEK,0R10B00219,4715109923605,,"1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4, AM3+, AM3",155 mm,,0,0,0,0,0,False,
Raijintek Processor Kühler ELEOS 12 DUO RBW,,RAIJINTEK,0R10B00221,4715109923629,,"2066, 2011-V3, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, AM4, AM3+, AM3",160 mm,,0,0,0,0,0,False,
Raijintek Processor Kühler ELEOS 12 EVO RBW,,RAIJINTEK,0R10B00222,4715109923636,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4, AM3+, AM3",140 mm,,0,0,0,0,0,False,
Raijintek Processor Kühler THEMIS II,,RAIJINTEK,0R10B00220,4715109923612,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4, AM3+, AM3",155 mm,,0,0,0,0,0,False,
Raijintek Delos RBW Rainbow RGB LED - 3x 92mm,,RAIJINTEK,0R10B00096,4715109922271,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",136 mm,,0,0,0,0,0,False,
Raijintek ELEOS RBW,,RAIJINTEK,0R10B00213,4715109923346,,"1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1",140 mm,,0,0,0,0,0,True,
Raijintek EreBoss CORE,,RAIJINTEK,0R100015,4715109920499,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,True,
"Raijintek EreBoss Heatpipe , PWM - 140mm",,RAIJINTEK,0P105250,4715109920031,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",168 mm,,0,0,0,0,0,False,
Raijintek Juno Pro ADD - adressable RGB LED,,RAIJINTEK,0R10B00140,4715109922622,,"1150, 1151, 1155, 1156, 1366, 754, 775, 939, 940, AM2, AM3, AM3+, AM4","122,5 mm",,0,0,0,0,0,False,
Raijintek Juno Pro RBW - RGB LED,,RAIJINTEK,0R10B00120,4715109922479,849939002477,"1150, 1151, 1155, 1156, 1366, 754, 775, 939, 940, AM2, AM3, AM3+, AM4",66 mm,,0,0,0,0,0,False,
Raijintek Juno-X - blaue LED,,RAIJINTEK,0R100059,4715109921403,,"1150, 1151, 1155, 1156, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",50 mm,,0,0,0,0,0,False,
Raijintek Juno-X - grüne LED,,RAIJINTEK,0R100058,4715109921397,,"1150, 1151, 1155, 1156, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",50 mm,,0,0,0,0,0,False,
Raijintek Juno-X - RGB LED,,RAIJINTEK,0R100071,4715109921823,849939001821,"1150, 1151, 1155, 1156, 754, 775, 939, 940, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",50 mm,,0,0,0,0,0,False,
Raijintek Juno-X - rote LED,,RAIJINTEK,0R100057,4715109921380,,"1150, 1151, 1155, 1156, 754, 775, 939, 940, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",50 mm,,0,0,0,0,0,False,
Raijintek Juno-X - black,,RAIJINTEK,0R100060,4715109921410,849939001418,"1150, 1151, 1155, 1156, 754, 775, 939, 940, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",50 mm,,0,0,0,0,0,False,
"Raijintek Leto , black, RGB-LED - 120mm",,RAIJINTEK,0R100075,4715109921861,849939001869,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",155 mm,,0,0,0,0,0,True,
"Raijintek Leto Heatpipe , blaue LED - 120mm",,RAIJINTEK,0R100063,4715109921441,849939001449,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4",157 mm,,0,0,0,0,0,False,
"Raijintek Leto Heatpipe , rote LED - 120mm",,RAIJINTEK,0R100062,4715109921434,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",157 mm,,0,0,0,0,0,False,
"Raijintek Leto Heatpipe , weiße LED - 120mm",,RAIJINTEK,0R100061,4715109921427,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",157 mm,,0,0,0,0,0,False,
"Raijintek Leto Pro , black, RGB-LED - 2x120mm",,RAIJINTEK,0R100072,4715109921854,849939001852,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",155 mm,,0,0,0,0,0,False,
"Raijintek Leto Pro , black, weisse LED - 2x120mm",,RAIJINTEK,0R100073,4715109921830,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",155 mm,,0,0,0,0,0,False,
Raijintek Mya RBW Rainbow LED - 120mm,,RAIJINTEK,0R10B00094,4715109922257,849939002255,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4",163 mm,,0,0,0,0,0,True,
Raijintek Orcus RGB,,RAIJINTEK,0R100081,4715109922035,,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM2, FM2+",0 mm,,0,0,3,0,0,False,
Raijintek Orcus RGB,,RAIJINTEK,0R100080,4715109922028,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM2, FM2+",0 mm,,0,0,1,0,0,False,
