Name,Price,Producer,MPN,EAN,UPC,Socket,Chipset,Unlocked,Form Factor,Memory Type,Memory Capacity,RAM Slots,SATA,VGA,DVI,Display Port,HDMI,WiFi,Integrated Graphics,Product Page
ASRock Z490 Phantom Gaming 4/ac,,ASRock,90-MXBD20-A0UAYZ,4710483930843,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
ASRock Z490 Phantom Gaming-ITX/TB3,,ASRock,90-MXBC40-A0UAYZ,4710483931192,,1200,Z490,True,Mini-ITX,DDR4,64 GB,2,4,0,0,1,1,True,False,
ASRock Z490 Pro4,,ASRock,90-MXBC50-A0UAYZ,4710483930751,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
ASRock Z490 Steel Legend,,ASRock,90-MXBC10-A0UAYZ,4710483931024,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
ASRock Z490 Taichi,$365.71 USD,ASRock,90-MXBBQ0-A0UAYZ,4710483931185,,1200,Z490,True,ATX,DDR4,128 GB,4,8,0,0,0,0,False,False,https://www.amazon.ca/dp/B087TBBTGN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock Z490M Pro4,$178.82 USD,ASRock,90-MXBBV0-A0UAYZ,4710483930713,,1200,Z490,True,ATX,DDR4,128 GB,4,4,0,0,0,0,False,False,https://www.amazon.ca/dp/B087TDJ2QN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock Z490M-ITX/ac,$155.32 USD,ASRock,90-MXBC00-A0UAYZ,4710483931147,,1200,Z490,True,Mini-ITX,DDR4,64 GB,2,4,0,0,0,0,False,False,https://www.amazon.ca/dp/B087TDGDP7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock Z590 Extreme,,ASRock,90-MXBF60-A0UAYZ,4710483934025,,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
ASRock Z590 PG Velocita,,ASRock,90-MXBEV0-A0UAYZ,4710483934162,,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASRock Z590 Phantom Gaming 4,,ASRock,90-MXBF00-A0UAYZ,4710483934032,,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,0,1,True,False,
ASRock Z590 Pro4,,ASRock,90-MXBEJ0-A0UAYZ,4710483933899,,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASRock Z590 Steel Legend,,ASRock,90-MXBEQ0-A0UAYZ,4710483933776,,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
ASRock Z590 Taichi,,ASRock,90-MXBES0-A0UAYZ,4710483933943,,1200,Z590,True,ATX,DDR4,128 GB,4,8,0,0,0,1,True,False,
ASRock Z590M Phantom Gaming 4,,ASRock,90-MXBFB0-A0UAYZ,4710483933851,,1200,Z590,True,ATX,DDR4,128 GB,4,4,0,0,0,1,True,False,
ASRock Z590M Pro4,,ASRock,90-MXBEP0-A0UAYZ,4710483933844,,1200,Z590,True,Micro-ATX,DDR4,128 GB,4,4,0,0,1,1,False,False,
ASRock Z590M-ITX/ax,,ASRock,90-MXBET0-A0UAYZ,4710483933868,,1200,Z590,True,Mini-ITX,DDR4,64 GB,2,4,0,0,1,1,True,False,
ASRock Z790 LiveMixer,,ASRock,90-MXBK10-A0UAYZ,4710483940897,,1700,Z790,False,ATX,DDR5,128 GB,4,4,0,0,1,1,False,False,
ASRock Z790 PG Lightning/D4,,ASRock,90-MXBJM0-A0UAYZ,4710483940958,,1700,Z790,False,ATX,DDR4,128 GB,4,4,0,0,0,1,False,False,
ASRock Z790 PG Riptide,,ASRock,90-MXBJX0-A0UAYZ,4710483940989,,1700,Z790,False,ATX,DDR5,128 GB,4,8,0,0,1,1,False,False,
ASRock Z790 PG SONIC,,ASRock,90-MXBKF0-A0UAYZ,4710483941009,,1700,Z790,False,ATX,DDR5,128 GB,4,8,0,0,1,1,False,False,
ASRock Z790 PG-ITX/TB4,,ASRock,90-MXBKC0-A0UAYZ,4710483941108,,1700,Z790,False,Mini-ITX,DDR5,64 GB,2,3,0,0,1,1,True,False,
ASRock Z790 Pro RS,,ASRock,90-MXBK40-A0UAYZ,4710483940767,,1700,Z790,False,ATX,DDR5,128 GB,4,8,0,0,1,1,False,False,
ASRock Z790 Pro RS/D4,,ASRock,90-MXBJL0-A0UAYZ,4710483940880,,1700,Z790,False,ATX,DDR4,128 GB,4,8,0,0,1,1,False,False,
ASRock Z790 Steel Legend WIFI,,ASRock,90-MXBKD0-A0UAYZ,4710483940859,,1700,Z790,False,ATX,DDR5,128 GB,4,8,0,0,1,1,True,False,
ASRock Z790 Taichi,,ASRock,90-MXBJD0-A0UAYZ,4710483941085,,1700,Z790,False,E-ATX,DDR5,128 GB,4,8,0,0,0,1,True,False,
ASRock Z790 Taichi Carrara,,ASRock,90-MXBKK0-A0UAYZ,4710483941092,,1700,Z790,False,E-ATX,DDR5,128 GB,4,8,0,0,0,1,True,False,
ASRock Z790M PG Lightning/D4,,ASRock,90-MXBJW0-A0UAYZ,4710483940873,,1700,Z790,False,Micro-ATX,DDR4,128 GB,4,4,0,0,0,1,False,False,
ASRock Z790M-ITX WIFI,,ASRock,90-MXBKE0-A0UAYZ,4710483941054,,1700,Z790,False,Mini-ITX,DDR5,64 GB,2,3,0,0,1,1,True,False,
ASRock Z87 Extreme4,,ASRock,Z87 Extreme4,4717677321173,,1150,Z87,False,ATX,DDR3,32 GB,4,8,1,1,1,1,False,False,
ASRock Z87 Pro4 GL/SATA600/R/USB3.0/DVI/2x HDMI/VGA Z87,,ASRock,Z87PRO4,4717677321197,,1150,Z87,False,ATX,DDR3, GB,4,,,,,,False,False,
ASRock Z97 Extreme3 GL/SATA600/DVI/HDMI/VGA,,ASRock,90-MXGU90ßA0UAYZ,4717677323597,,1150,Z97,True,ATX,DDR3, GB,4,,,,,,False,False,
ASRock Z97 Extreme4,,ASRock,Z97 Extreme4,4717677323504,,1150,Z97,True,ATX,DDR3, GB,4,8,,,,,False,False,
Asus A68HM-E,,Asus,A68HM-E,0012305137909,012305137909,FM2+,A68H FCH (Bolton D2H),False,ATX,DDR3,32 GB,2,4,1,1,,,False,False,
Asus A68HM-K,,Asus,A68HM-K,0808112998761,808112998761,FM2+,A68H FCH (Bolton D2H),False,ATX,DDR3,32 GB,2,4,1,1,,,False,False,
ASUS A68HM-K GL/SATA600/R/USB3.0/DVI/VGA A68X,,Asus,90MB0KU0-M0EAY0,4716659922230,886227922239,FM2+,A68H,False,Micro-ATX,DDR3, GB,2,,,,,,False,False,
Asus A68HM-PLUS,,Asus,A68HM-PLUS,4716659949398,886227949397,FM2+,A68H FCH (Bolton D2H),False,ATX,DDR3,32 GB,2,4,1,1,,1,False,False,
ASUS A88X-Plus/USB3.1 GL/SATA600/R/USB3.0/DVI/HDMI/VGA,,Asus,90MB0QX0-M0EAY0,4712900375343,,FM2+,A88X (Bolton D4),False,ATX,DDR3, GB,4,,,,,,False,False,
ASUS A88XM-E USB 3.1,,ASUS,90MB0R30-M0EAY0,4712900385502,,FM2+,A88X,False,Micro-ATX,DDR4, GB,2,6,1,1,0,1,False,False,
ASUS A88XM-Plus GL/SATA600/R/USB3.0/DVI/HDMI/VGA A88X,,Asus,90MB0H50-M0EAY0,4716659592273,,FM2+,A88X (Bolton D4),False,Micro-ATX,DDR3, GB,4,,,,,,False,False,
ASUS AM1I-A GL/SATA600/HDMI/DVI/VGA Mini-ITX,,Asus,90MB0IA0-M0EAY0,4716659717881,,AM1,Kabini (integriert),False,Mini-ITX,DDR3, GB,2,,,,,,False,False,
ASUS AM1M-A GL/SATA600/HDMI/DVI/VGA,,Asus,90MB0IR0-M0EAY1,0886227713974,886227713974,AM1,Kabini (integriert),False,Micro-ATX,DDR3, GB,2,,,,,,False,False,
ASUS B150 Pro Gaming/Aura,,ASUS,90MB0PF0-M0EAY0,4712900249910,,1151,B150,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
Asus B150-PLUS,,Asus,B150-PLUS,0889349246153,889349246153,1151,B150,False,ATX,DDR4,64 GB,4,6,1,1,,,False,False,
ASUS B150-Pro,,ASUS,90MB0PC0-M0EAY0,4712900232813,,1151,B150,False,ATX,DDR4,64 GB,4,6,1,1,0,1,False,False,
ASUS B150-PRO Gaming USB3.1/M.2/SATA600/HDMI/VGA,,Asus,90MB0PB0-M0EAY0,4712900264746,,1151,B150,False,ATX,DDR4, GB,4,,,,,,False,False,
ASUS B150I Pro Gaming/WiFi/Aura,,ASUS,90MB0NI1-M0EAY0,4712900330274,,1151,B150,False,Mini-ITX,DDR4,32 GB,2,6,0,1,0,1,True,False,
ASUS B150M-A D3,,ASUS,90MB0MW0-M0EAY0,4712900129755,,1151,B150,False,Micro-ATX,DDR3, GB,4,,,,,,False,False,
Asus B150M-A D3,,Asus,B150M-A D3,0889349129753,889349129753,1151,B150,False,ATX,DDR3,64 GB,4,6,1,1,,1,False,False,
ASUS B150M-C,,ASUS,90MB0P00-M0EAY0,4712900198065,,1151,B150,False,Micro-ATX,DDR4,64 GB,4,6,1,1,1,1,False,False,
ASUS B150M-C D3,,ASUS,90MB0MX0-M0EAY0,4712900157369,,1151,B150,False,Micro-ATX,DDR3,64 GB,4,6,1,1,0,1,False,False,
ASUS B150M-Plus D3,,ASUS,90MB0M80-M0EAY0,4712900149401,,1151,B150,False,Micro-ATX,DDR3, GB,4,,,,,,False,False,
Asus B150M-PLUS D3,,Asus,B150M-PLUS D3,0889349149409,889349149409,1151,B150,False,ATX,DDR3,64 GB,4,6,1,1,,1,False,False,
ASUS B150M-PRO Gaming USB3.0/M.2/SATA600/HDMI,,Asus,90MB0QD0-M0EAY0,4712900323436,,1151,B150,False,Micro-ATX,DDR4, GB,4,,,,,,False,False,
ASUS B250 Mining Expert BTC,,ASUS,90MB0VY0-M0EAY0,4712900842524,,1151,B250,False,ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
ASUS B85-Plus (C2) GL/USB3.0/SATA600/R/DVI/VGA B85,,Asus,90MB0EG0-M0EAY5,4716659553700,,1150,B85,False,ATX,DDR3, GB,4,,,,,,False,False,
ASUS B85-Pro Gamer,,ASUS,90MB0IK0-M0EAY0,4716659712619,,1150,B85,False,ATX,DDR3, GB,4,4,,,,,False,False,
ASUS B85M-E GL/USB3.0/SATA600/R/DVI/HDMI/VGA/DP B85,,Asus,90MB0F60-M0EAY5,4716659553724,,1150,B85,False,Micro-ATX,DDR3, GB,4,,,,,,False,False,
ASUS B85M-G GL/USB3.0/SATA600/R/DVI/HDMI/VGA B85,,Asus,90MB0G50-M0EAY5,4716659553748,,1150,B85,False,Micro-ATX,DDR3, GB,4,,,,,,False,False,
Asus B85M-G R2.0,$77.32 USD,Asus,B85M-G R2.0,5269692786868,734911129641,1150,B85,False,ATX,DDR3,32 GB,4,4,1,1,,1,False,False,https://www.amazon.ca/ASUS-Micro-Motherboard-B85M-G-R2-0/dp/B00KO6F8YI?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00KO6F8YI
ASUS B85M-G/USB3.1 SATA600/R/DVI/HDMI/VGA B85,,Asus,90MB0MF0-M0EAY0,4712900071016,,1150,B85,False,Micro-ATX,DDR3, GB,4,,,,,,False,False,
ASUS B85M-Gamer GL/USB3.0/SATA600/HDMI/VGA B85,,Asus,90MB0LJ0-M0EAY0,4716659995302,,1150,B85,False,Micro-ATX,DDR3, GB,4,,,,,,False,False,
Asus CROSSBLADE RANGER,$145.46 USD,Asus,CROSSBLADE RANGER,0886227812967,012304339649,FM2+,A88X (Bolton D4),False,ATX,DDR3,64 GB,4,8,1,1,,1,False,False,https://www.amazon.ca/Socket-Athlon-A88x-Bolton-D4-4xddr3/dp/B00MSOP7O0?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00MSOP7O0
"ASUS Crossblade RANGER, RoG",,ASUS,90MB0JQ0-M0EAY0,4716659812968,,FM2+,A88X,False,ATX,DDR3,64 GB,4,8,1,1,1,1,False,False,
"ASUS Crosshair V Formula Z, RoG",,ASUS,90-MIBJ70-G0EAY0VZ,4719543188620,,AM3+,990FX,False,ATX,DDR3,32 GB,4,8,0,0,0,0,False,False,
ASUS E3 PRO GAMING V5,,ASUS,90MB0Q90-M0EAY0,4712900282894,,1151,C232,False,ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
ASUS EX-A320M,,ASUS,90MB0VG0-M0EAYM,4712900857344,889349857342,AM4,A320,False,Micro-ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
Asus EX-B250-V7,,Asus,EX-B250-V7,0889349795965,889349795965,1151,B250,False,ATX,DDR4,64 GB,4,6,,,,1,False,False,
ASUS H110-PLUS,,ASUS,90MB0PQ0-M0EAY0,4712900275971,,1151,H110,False,ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
ASUS H110I-PLUS,,ASUS,90MB0PX0-M0EAY0,4712900259575,,1151,H110,False,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
ASUS H110M-A/M.2,,ASUS,90MB0R60-M0EAY0,4712900390735,,1151,H110,False,Micro-ATX,DDR4, GB,2,4,0,0,0,0,False,False,
ASUS H110M-C,,ASUS,90MB0NY0-M0EAY0,4712900191684,,1151,H110,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
ASUS H110M-D,,ASUS,90MB0PY0-M0EAY0,4712900284409,,1151,H110,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
Asus H110M-K,$60.92 USD,Asus,H110M-K,0889349191682,889349191682,1151,H110,False,ATX,DDR4,32 GB,2,4,1,1,,,False,False,https://www.amazon.ca/Asus-Micro-Motherboard-H110M-C-CSM/dp/B017E0LKDE?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B017E0LKDE
ASUS H110M-K,$63.43 USD,ASUS,90MB0PH0-M0EAY0,4712900263374,889349263372,1151,H110,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,https://www.amazon.ca/ASUS-H110M-K-Plus-placa-base/dp/B017UL7NKQ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B017UL7NKQ
ASUS H110M-PLUS USB3.1/GL/SATA600/DVI/VGA/HDMI,,Asus,90MB0PN0-M0EAY0,4712900250183,,1151,H110,False,Micro-ATX,DDR4, GB,2,,,,,,False,False,
Asus H170 PRO GAMING,$129.35 USD,Asus,H170 PRO GAMING,5283566775086,889349125052,1151,H170,False,ATX,DDR4,64 GB,4,4,1,1,1,1,False,False,https://www.amazon.ca/DisplayPort-H170-Motherboards-PRO-GAMING/dp/B014F7BQUG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B014F7BQUG
ASUS H170-Plus D3,,ASUS,90MB0LW0-M0EAY0,4712900122831,,1151,H170,False,ATX,DDR3, GB,4,4,,,,,False,False,
ASUS H170-PRO,,ASUS,90MB0NC0-M0EAY0,4712900114454,,1151,H170,False,ATX,DDR4,64 GB,4,6,1,1,0,1,False,False,
ASUS H170-PRO Gaming,,ASUS,90MB0MS0-M0EAY0,4712900125054,,1151,H170,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
ASUS H170-PRO USB 3.1,,ASUS,90MB0PS0-M0EAY0,4712900268614,,1151,H170,False,ATX,DDR4,64 GB,4,6,0,1,0,1,False,False,
ASUS H170I-Plus D3 M.2/SATA600/DVI/HDMI/DP/VGA WiFi/BT ITX,,Asus,90MB0N10-M0EAY0,4712900156706,,1151,H170,False,ITX,DDR3, GB,2,,,,,,False,False,
ASUS H170I-Pro 2x GL/M.2/SATAe/DVI/HDMI/DP/VGA WiFi/BT ITX,,Asus,90MB0RE0-M0EAY0,4712900413854,,1151,H170,False,ITX,DDR4, GB,2,,,,,,False,False,
ASUS H170M-E D3,,ASUS,90MB0N70-M0EAY0,4712900115116,,1151,H170,False,Micro-ATX,DDR3, GB,4,4,,,,,False,False,
ASUS H170M-Plus,,ASUS,90MB0MT0-M0EAY0,4712900150025,,1151,H170,False,Micro-ATX,DDR4,64 GB,4,6,1,1,0,1,False,False,
Asus H370 MINING MASTER,$58.02 USD,Asus,H370 MINING MASTER,0889349842522,889349842522,1151,H370,False,ATX,DDR4,32 GB,2,2,,1,,1,False,False,https://www.amazon.ca/dp/B075KFPJ6M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS H81-Gamer,,ASUS,90MB0K20-M0EAY0,4716659873266,,1150,H81,False,ATX,DDR3, GB,4,2,,,,,False,False,
ASUS H81-Plus GL/USB3.0/SATA600/R/VGA/Parallel/Seriell H81,,Asus,90MB0GJ0-M0EAY0,4716659557920,,1150,H81,False,ATX,DDR3, GB,2,,,,,,False,False,
ASUS H81I-Plus GL/USB3.0/SATA600/HDMI/DVI/VGA H81 Mini-ITX,,Asus,90MB0GC0-M0EAY0,4716659542759,,1150,H81,False,Mini-ITX,DDR3, GB,2,,,,,,False,False,
Asus H81M-A,,Asus,H81M-A,5269692769595,172302726329,1150,H81,False,ATX,DDR3,16 GB,2,2,1,1,,1,False,False,
Asus H81M-C/CSM,,Asus,H81M-C/CSM,8862275525662,012301282788,1150,H81,False,ATX,DDR3,16 GB,2,2,1,1,,,False,False,
Asus H81M-E,,Asus,H81M-E,5596692294612,809199904881,1150,H81,False,ATX,DDR3,16 GB,2,2,1,1,,,False,False,
ASUS H81M-Plus,$61.22 USD,ASUS,90MB0GI0-M0EAY0,4716659550242,,1150,H81,False,Micro-ATX,DDR3,16 GB,2,2,0,0,0,0,False,False,https://www.amazon.ca/dp/B00EIG2O2O?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS H81T,,ASUS,90MB0HU0-M0EAY0,4716659632009,,1150,H81,False,Thin-Mini-ITX,SO - DIMM, GB,2,1,,,,,False,False,
Asus H97M-E/CSM,,Asus,H97M-E/CSM,0014445035435,809394259861,1150,H97,False,ATX,DDR3,32 GB,4,4,1,1,,1,False,False,
ASUS M5A78L-M LE/USB3 GL/SATA300/DVI/VGA/Seriell 760G,,Asus,90MB0MY0-M0EAY0,4712900074369,,AM3+,760G,False,ATX,DDR3, GB,2,,,,,,False,False,
ASUS M5A78L-M LX3 GL/SATA300/CF/VGA 760G,,Asus,90-MIBI40-G0EAY0GZ,4719543185469,610839185467,AM3+,760G,False,ATX,DDR3, GB,2,,,,,,False,False,
ASUS M5A78L-M PLUS/USB3,,ASUS,90MB0RB0-M0EAY0,4712900413083,889349413081,AM3+,760G,False,ATX,DDR3,32 GB,4,6,0,0,0,0,False,False,
Asus M5A97 LE R2.0,,Asus,M5A97 LE R2.0,5053973116686,776587306575,AM3+,970/SB950,False,ATX,DDR3,32 GB,4,6,,,,,False,False,
ASUS M5A97 LE R2.0 GL/SATA600/R/USB3.0 AMD970,,Asus,90-MIBJP0-G0EAY0MZ,4719543188491,,AM3+,970,False,ATX,DDR3, GB,4,,,,,,False,False,
ASUS M5A97 PLUS GL/SATA600/R AMD970,,Asus,90MB0LG0-M0EAY0,4716659985426,,AM3+,970/SB950,False,ATX,DDR3, GB,4,,,,,,False,False,
ASUS M5A97 R2.0 GL/SATA600/R/USB3.0 AMD970,,Asus,90-MIBJK0-G0EAY0MZ,4719543188514,,AM3+,970,False,ATX,DDR3, GB,4,,,,,,False,False,
ASUS M5A99FX PRO R2.0,,ASUS,90-MIBIT0-G0EAY0VZ,4719543187432,,AM3+,990FX,False,ATX,DDR3, GB,4,7,,,,,False,False,
ASUS M5A99X EVO R2.0 GL/SATA600/R/eSATA/USB3.0 AMD990X,,Asus,90-MIBJI0-G0EAY0IZ,4719543187777,,AM3+,990X,False,ATX,DDR3, GB,4,,,,,,False,False,
"ASUS Maximus IX FORMULA, RoG",,ASUS,90MB0RX0-M0EAY0,4712900572490,,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
"ASUS Maximus IX HERO, RoG",,ASUS,90MB0S10-M0EAY0,4712900580655,,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
"ASUS Maximus TUF MARK 1, RoG",,ASUS,90MB0S20-M0EAY0,4712900574036,,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
"ASUS Maximus TUF MARK 2, RoG",,ASUS,90MB0ST0-M0EAY0,4712900592054,,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
ASUS Maximus VIII Extreme,,ASUS,90MB0LU0-M0EAY0,4712900168914,,1151,Z170,True,E-ATX,DDR4,64 GB,4,8,0,0,0,0,True,False,
ASUS Maximus VIII GENE,,ASUS,90MB0MB0-M0EAY0,4712900124897,,1151,Z170,True,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
Asus MAXIMUS VIII GENE,,Asus,MAXIMUS VIII GENE,7734322923435,889349124895,1151,Z170,True,ATX,DDR4,64 GB,4,2,,,1,1,False,False,
ASUS Maximus VIII HERO,,ASUS,90MB0M90-M0EAY0,4712900111514,,1151,Z170,True,ATX,DDR4,64 GB,4,8,0,0,0,0,False,False,
ASUS Maximus VIII HERO ALPHA,,ASUS,90MB0P50-M0EAY0,4712900254969,,1151,Z170,True,ATX,DDR4,64 GB,4,6,0,0,0,0,True,False,
Asus MAXIMUS VIII IMPACT,,Asus,MAXIMUS VIII IMPACT,5283566774508,889349213827,1151,Z170,True,Mini-ITX,DDR4,32 GB,2,4,,,,1,False,False,
"ASUS Maximus VIII Impact, RoG",,ASUS,90MB0NS0-M0EAY0,4712900213812,,1151,Z170,True,Mini-ITX,DDR4,32 GB,2,3,0,0,0,0,False,False,
"ASUS Maximus X APEX, RoG",,ASUS,90MB0V90-M0EAY0,4712900850680,,1151,Z370,True,E-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
ASUS Maximus X HERO + ASUS ROG Magnetic Addressable-RGB-LED-Strip,$10.84 USD,King Kits,MBBU-330,0000000000000,824142142967,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/dp/2253053511?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Asus P10S WS,$203.1 USD,Asus,P10S WS,0889349268346,889349268346,1151,C236,False,ATX,DDR4,64 GB,4,8,,1,1,1,False,False,https://www.amazon.ca/ASUS-P10S-WS-DDR4-Motherboard/dp/B01CA7YX0I?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01CA7YX0I
ASUS P10S WS 2x GL/USB3.0/SATA600/VGA,,Asus,90SB05T0-M0EAY0,4712900268348,,1151,C236,False,ATX,DDR4, GB,4,,,,,,False,False,
Asus P10S-M WS,$199.74 USD,Asus,P10S-M WS,0889349268742,889349268742,1151,C236,False,ATX,DDR4,64 GB,4,8,,1,1,1,False,False,https://www.amazon.ca/Optimized-Workstation-Motherboards-P10S-M-WS/dp/B01EFR517K?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01EFR517K
ASUS P10S-V/4L 4x GL/USB3.0/SATA600/VGA,,Asus,90SB05A0-M0UAY0,4712900133875,,1151,C236,False,ATX,DDR4, GB,4,,,,,,False,False,
ASUS P9D-I PCIe3.0 2xGL/SATA600/R/DVI Mini-ITX Workstation,,Asus,90SB03I0-M0UAY0,4716659568698,,1150,C222,False,Mini-ITX,DDR3, GB,2,,,,,,False,False,
ASUS P9D-X PCIe3.0 2xGL/SATA600/R/VGA Workstation,,Asus,90SB0380-M0UAY5,4716659559498,,1150,C222,False,ATX,DDR3, GB,4,,,,,,False,False,
ASUS PRIME A320I-K/CSM,,ASUS,90MB11T0-M0EAYC,4718017390378,,AM4,A320,False,Mini-ITX,DDR4,64 GB,2,4,0,0,1,1,False,False,
ASUS PRIME A320M-A,,ASUS,90MB0VA0-M0EAY0,4712900765373,,AM4,A320,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
Asus PRIME A320M-A,$73.28 USD,Asus,PRIME A320M-A,0889349672068,889349765371,AM4,A320,False,ATX,DDR4,64 GB,4,6,1,1,,1,False,False,https://www.amazon.ca/Ryzen-DVI-D-Micro-ATX-Motherboard-A320M-/dp/B073WCCWSX?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B073WCCWSX
ASUS PRIME A320M-E,,ASUS,90MB0V10-M0EAY0,4712900801262,,AM4,A320,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
ASUS PRIME A320M-K,$49.96 USD,ASUS,90MB0TV0-M0EAY0,4712900672060,889349672068,AM4,A320,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,https://www.amazon.ca/dp/B06ZY2F35X?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS PRIME A520M-E,,ASUS,90MB1510-M0EAY0,4718017826365,,AM4,A520,False,Micro-ATX,DDR4,64 GB,2,4,1,1,1,1,False,False,
ASUS PRIME A520M-K,,ASUS,90MB1500-M0EAY0,4718017826921,,AM4,A520,False,Micro-ATX,DDR4,64 GB,2,4,1,0,0,1,False,False,
ASUS PRIME B250-PLUS,$118.76 USD,ASUS,90MB0SJ0-M0EAY0,4712900598070,889349598078,1151,B250,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/ASUS-PRIME-B250-PLUS-LGA1151-Motherboard/dp/B01MTYDZVY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MTYDZVY
ASUS PRIME B250-PRO,,ASUS,90MB0SH0-M0EAY0,4712900599220,,1151,B250,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
ASUS PRIME B250M-K,,ASUS,90MB0T10-M0EAY0,4712900602258,,1151,B250,False,Micro-ATX,DDR4,32 GB,2,6,0,0,0,0,False,False,
Asus PRIME B250M-PLUS,,Asus,PRIME B250M-PLUS,0889349572054,,1151,B250,False,ATX,DDR4,64 GB,4,6,1,1,,1,False,False,
ASUS PRIME B250M-PLUS,,ASUS,90MB0SI0-M0EAY0,4712900598933,,1151,B250,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
ASUS PRIME B350-PLUS,,ASUS,90MB0TG0-M0EAY0,4712900657272,,AM4,B350,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
Asus PRIME B350-PLUS,$105.44 USD,Asus,PRIME B350-PLUS,0889349657270,889349657270,AM4,B350,True,ATX,DDR4,64 GB,4,6,1,1,,1,False,False,https://www.amazon.ca/ASUS-Prime-B350-Plus-Ryzen-Motherboard/dp/B06X416NJ1?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06X416NJ1
