Name,Price,Producer,MPN,EAN,UPC,Width,Depth,Height,Motherboard,Power Supply,Supported GPU Length,Supported CPU Cooler Height,80mm Fans,120mm Fans,140mm Fans,200mm Fans,120mm Radiator Support,140mm Radiator Support,240mm Radiator Support,280mm Radiator Support,360mm Radiator Support,"Disk 2.5""","Disk 3.5""","Disk 2.5""/3.5""","Disk 5.25""",Primary Color(s),Window,Dust Filter,Cable Management,Noise Isolation,Product Page
Cooler Master Silencio S600 Steel Silent Midi-Tower - black,$115.32 USD,Cooler Master,MCS-S600-KN5N-S00,4719512087398,884102059841,209 mm,478 mm,470.5 mm,ATX,ATX,398 mm,167 mm,0/0,2/5,0/4,0/0,1,0,1,1,0,5,4,0,,black,False,True,True,True,https://www.amazon.ca/dp/B07SWXBZLN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Cooler Master Silencio SIL-352M-KKN1 Micro-ATX - black,$74.98 USD,Cooler Master,SIL-352M-KKN1,4719512045275,,200 mm,453 mm,378 mm,Micro-ATX,ATX,355 mm,155 mm,0/0,2/4,0/0,0/0,1,0,1,0,0,4,2,0,,black,False,True,True,True,https://www.amazon.ca/Cooler-Master-Silencio-352-SIL-352M-KKN1/dp/B00OWAZUB8?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00OWAZUB8
Corsair 4000D Tempered Glass Midi-Tower - black Window,$87.04 USD,Corsair,CC-9011198-WW,0840006621867,,230 mm,453 mm,466 mm,E-ATX,ATX,360 mm,170 mm,0/0,2/6,0/4,0/0,1,0,0,1,1,2,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B08C7L77XT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair 4000D Tempered Glass Midi-Tower - white Window,$87.04 USD,Corsair,CC-9011199-WW,0840006621881,,230 mm,453 mm,466 mm,E-ATX,ATX,360 mm,170 mm,0/0,2/6,0/4,0/0,1,0,0,1,1,2,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B08C7CJ8XZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair 5000D Midi-Tower, Tempered Glass - black",$152.32 USD,Corsair,CC-9011208-WW,0840006627432,,245 mm,520 mm,520 mm,E-ATX,ATX,420 mm,170 mm,0/0,2/10,0/4,0/0,1,0,0,0,3,4,1,0,,black,True,True,True,False,https://www.amazon.ca/dp/B08M49W6NX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair 5000D Midi-Tower, Tempered Glass - white",$152.32 USD,Corsair,CC-9011209-WW,0840006627456,,245 mm,520 mm,520 mm,E-ATX,ATX,420 mm,170 mm,0/0,2/10,0/4,0/0,1,0,0,0,3,4,2,0,,white,True,True,True,False,https://www.amazon.ca/dp/B08M49BT3B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Carbide 110Q Midi-Tower - black,$76.16 USD,Corsair,CC-9011184-WW,0840006614883,,210 mm,418 mm,480 mm,ATX,ATX,330 mm,160 mm,0/0,0/4,0/2,0/0,1,0,0,1,0,2,0,0,,black,False,True,True,True,https://www.amazon.ca/dp/B07X3Y1BX7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Carbide 200R Midi-Tower - black Window,,Corsair,CC-9011041-WW,0843591045056,,210 mm,497 mm,430 mm,ATX,ATX,430 mm,160 mm,0/0,2/6,0/3,0/0,0,0,1,0,0,4,4,0,,black,True,True,True,False,
Corsair Carbide 275R Airflow Midi-Tower - black Window,$72.53 USD,Corsair,CC-9011181-WW,0840006610793,,216 mm,455 mm,457 mm,ATX,ATX,370 mm,170 mm,0/0,3/6,0/3,0/0,1,0,1,0,1,4,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07VNB23RZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Carbide 275R Airflow Midi-Tower - white Window,,Corsair,CC-9011182-WW,0840006610816,084219298504,216 mm,455 mm,457 mm,ATX,ATX,370 mm,170 mm,0/0,3/6,0/3,0/0,1,0,1,0,1,4,0,0,,white,True,True,True,False,
Corsair Carbide 88R Micro-ATX - black,$54.4 USD,Corsair,CC-9011086-WW,0843591068628,843591068628,198 mm,448 mm,378 mm,Micro-ATX,ATX,383 mm,150 mm,0/0,1/5,0/0,0/0,1,0,1,0,0,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B01550Y9GA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Carbide Air 740 ATX Cube - black,$137.81 USD,Corsair,CC-9011096-WW,0843591088497,843591088497,340 mm,426 mm,510 mm,E-ATX,ATX,330 mm,170 mm,0/0,0/8,3/7,0/0,1,1,1,1,1,4,3,0,,black,True,True,True,False,https://www.amazon.ca/CORSAIR-CARBIDE-Cube-Case-High-Airflow/dp/B01LHFLPB4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LHFLPB4
Corsair Carbide SPEC-03 Midi-Tower - black/orange,,Corsair,CC-9011054-WW,0843591048088,843591048088,220 mm,500 mm,430 mm,ATX,ATX,420 mm,157 mm,0/0,2/6,0/2,0/0,,,,,,2,3,0,,black,True,True,True,False,
Corsair Carbide SPEC-03 Midi-Tower - black/white,,Corsair,CC-9011053-WW,0843591048095,843591048095,220 mm,500 mm,430 mm,ATX,ATX,420 mm,157 mm,0/0,2/6,0/2,0/0,,,,,,2,3,0,,black,True,True,True,False,
Corsair Carbide SPEC-04 Midi-Tower - black/yellow,$50.77 USD,Corsair,CC-9011108-WW,0843591096881,843591096881,201 mm,492 mm,433 mm,ATX,ATX,370 mm,150 mm,0/0,1/5,0/2,0/0,1,1,0,0,0,2,0,0,,black,True,True,True,False,https://www.amazon.ca/CORSAIR-CARBIDE-SPEC-04-Mid-Tower-Gaming/dp/B06XSLJPNQ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XSLJPNQ
Corsair Carbide SPEC-04 Midi-Tower - black/grey,$47.14 USD,Corsair,CC-9011109-WW,0843591096904,843591096904,201 mm,492 mm,433 mm,ATX,ATX,370 mm,150 mm,0/0,1/5,0/2,0/0,1,1,0,0,0,2,0,0,,black,True,True,True,False,https://www.amazon.ca/CORSAIR-CARBIDE-SPEC-04-Mid-Tower-Gaming/dp/B06XTPNCMM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XTPNCMM
Corsair Carbide SPEC-04 Midi-Tower - black/red,$36.26 USD,Corsair,CC-9011107-WW,0843591096867,843591096867,201 mm,492 mm,433 mm,ATX,ATX,370 mm,150 mm,0/0,1/5,0/2,0/0,1,1,0,0,0,2,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B06XS364S8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair Carbide SPEC-04 Midi-Tower, Tempered Glass - black/red",$55.05 USD,Corsair,CC-9011117-WW,0843591032308,843591032308,201 mm,492 mm,433 mm,ATX,ATX,370 mm,150 mm,0/0,1/5,0/1,0/0,2,1,0,0,0,2,3,0,,red black,True,True,True,False,https://www.amazon.ca/dp/B074VN8HNM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Carbide SPEC-05 Midi-Tower - black/red,$50.77 USD,Corsair,CC-9011138-WW,0843591065368,,199 mm,483 mm,433 mm,ATX,ATX,370 mm,150 mm,0/0,1/6,0/2,0/0,1,0,1,0,0,3,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07BH23K53?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair Carbide SPEC-06 RGB, Tempered Glass Midi-Tower - black",$94.29 USD,Corsair,CC-9011146-WW,0843591076425,,215 mm,455 mm,474 mm,ATX,ATX,370 mm,170 mm,0/0,2/6,0/3,0/0,1,0,1,0,1,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07DHLGZW2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair Carbide SPEC-06 RGB, Tempered Glass Midi-Tower - white",$94.29 USD,Corsair,CC-9011147-WW,0843591076449,,215 mm,455 mm,474 mm,ATX,ATX,370 mm,170 mm,0/0,2/6,0/3,0/0,1,0,1,0,1,4,2,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07DHQ15LG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair Carbide SPEC-06, Tempered Glass Midi-Tower - black",$87.04 USD,Corsair,CC-9011144-WW,0843591076388,,215 mm,455 mm,474 mm,ATX,ATX,370 mm,170 mm,0/0,2/6,0/3,0/0,1,0,1,0,1,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07DHTHMSQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair Carbide SPEC-06, Tempered Glass Midi-Tower - white",$87.04 USD,Corsair,CC-9011145-WW,0843591076401,,215 mm,455 mm,474 mm,ATX,ATX,370 mm,170 mm,0/0,2/6,0/3,0/0,1,0,1,0,1,4,2,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07DHNPL3N?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Crystal 280X Midi-Tower - black,$105.7 USD,Corsair,CC-9011134-WW,0843591065177,,398 mm,351 mm,276 mm,Micro-ATX,ATX,300 mm,150 mm,0/0,1/8,0/8,0/0,0,0,3,3,0,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07CJTHWTK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Crystal 280X Midi-Tower - white,$106.72 USD,Corsair,CC-9011136-WW,0843591065214,,398 mm,351 mm,276 mm,Micro-ATX,ATX,300 mm,150 mm,0/0,1/8,0/8,0/0,0,0,3,3,0,3,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07CL9WFWC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Crystal 280X RGB Midi-Tower - black,$130.56 USD,Corsair,CC-9011135-WW,0843591065191,,398 mm,351 mm,276 mm,Micro-ATX,ATX,300 mm,150 mm,0/0,2/8,0/8,0/0,0,0,3,3,0,3,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07CL9TCLN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Crystal 280X RGB Midi-Tower - white,$177.71 USD,Corsair,CC-9011137-WW,0843591065238,,398 mm,351 mm,276 mm,Micro-ATX,ATX,300 mm,150 mm,0/0,2/8,0/8,0/0,0,0,3,3,0,3,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07CJTKDZQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Crystal 465X RGB Midi-Tower - black Window,$142.63 USD,Corsair,CC-9011188-WW,0840006617723,,216 mm,467 mm,455 mm,ATX,ATX,370 mm,170 mm,0/0,3/6,0/3,0/0,1,0,1,0,1,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07W6RCKWF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Crystal 465X RGB Midi-Tower - white Window,$162.47 USD,Corsair,CC-9011189-WW,0840006617747,,216 mm,467 mm,455 mm,ATX,ATX,370 mm,170 mm,0/0,3/6,0/3,0/0,1,0,1,1,1,4,2,0,,grey black,True,True,True,False,https://www.amazon.ca/dp/B07WLNSSBW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Graphite 230T Midi-Tower - black/red,,Corsair,CC-9011036-WW,0843591043731,,210 mm,505 mm,440 mm,ATX,ATX,360 mm,165 mm,0/0,3/6,0/3,0/0,,,,,,4,4,0,,black,False,True,True,False,
Corsair Graphite 230T Midi-Tower - black/red Window,,Corsair,CC-9011042-WW,0843591045049,,210 mm,505 mm,440 mm,ATX,ATX,360 mm,165 mm,0/0,3/6,0/3,0/0,0,0,1,0,0,4,4,0,,black,True,False,True,False,
Corsair Graphite 760T V2 Big-Tower - black Window,$169.27 USD,Corsair,CC-9011073-WW,0843591055697,843591055697,246 mm,564 mm,568 mm,E-ATX,ATX,450 mm,170 mm,0/0,0/7,3/6,0/0,2,1,2,2,1,10,6,0,,black,True,True,True,False,https://www.amazon.ca/dp/B00P7TPYDM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Graphite 760T V2 Big-Tower - black/white Window,$179.02 USD,Corsair,CC-9011074-WW,0843591055703,843591055703,246 mm,564 mm,568 mm,E-ATX,ATX,450 mm,170 mm,0/0,0/7,3/6,0/0,2,1,2,2,1,10,6,0,,black-and-white,True,True,True,False,https://www.amazon.ca/dp/B00P7TPYI2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Graphite 780T Big-Tower - black,$169.11 USD,Corsair,CC-9011063-WW,0843591049870,843591049870,288 mm,637 mm,602 mm,E-ATX,ATX,355 mm,200 mm,0/0,0/9,3/5,0/0,1,1,3,2,2,9,6,0,,black,True,False,True,False,https://www.amazon.ca/Corsair-Graphite-780T-Full-Tower/dp/B00LA6POK4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00LA6POK4
Corsair iCUE 220T RGB Tempered Glass Midi-Tower - black,,Corsair,CC-9011190-WW,0840006618584,,210 mm,395 mm,450 mm,ATX,ATX,300 mm,160 mm,0/0,3/6,0/4,0/0,1,0,1,0,1,2,2,0,,black,True,True,True,False,
Corsair iCUE 220T RGB Tempered Glass Midi-Tower - white,,Corsair,CC-9011191-WW,0840006618607,,210 mm,395 mm,450 mm,ATX,ATX,300 mm,160 mm,0/0,3/6,0/4,0/0,1,0,1,0,1,2,2,0,,white,True,True,True,False,
Corsair iCUE 4000X RGB Tempered Glass Midi-Tower - black Window,$116.05 USD,Corsair,CC-9011204-WW,0840006626633,,230 mm,453 mm,466 mm,E-ATX,ATX,360 mm,170 mm,0/0,3/6,0/4,0/0,1,0,0,1,1,2,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B08C788312?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair iCUE 4000X RGB Tempered Glass Midi-Tower - white Window,$134.19 USD,Corsair,CC-9011205-WW,0840006626657,,230 mm,453 mm,466 mm,E-ATX,ATX,360 mm,170 mm,0/0,3/6,0/4,0/0,1,0,0,1,1,2,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B08C76W2WM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE 5000T Midi-Tower, RGB, Tempered Glass - black",$311.9 USD,Corsair,CC-9011230-WW,0840006645160,,251 mm,530 mm,560 mm,E-ATX,ATX,400 mm,170 mm,0/0,3/7,0/2,0/0,1,0,0,0,3,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B09K1YNJTR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE 5000T Midi-Tower, RGB, Tempered Glass - white",$311.9 USD,Corsair,CC-9011231-WW,0840006645184,,251 mm,530 mm,560 mm,E-ATX,ATX,400 mm,170 mm,0/0,3/7,0/2,0/0,1,0,0,0,3,4,2,0,,"grey, black, white",True,True,True,False,https://www.amazon.ca/dp/B09K21MXM8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE 5000X RGB Midi-Tower, Tempered Glass - black",$170.46 USD,Corsair,CC-9011212-WW,0840006627517,,245 mm,520 mm,520 mm,E-ATX,ATX,420 mm,170 mm,0/0,3/10,0/4,0/0,1,0,0,0,3,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B08M4B2KQ4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair iCUE 5000X RGB Midi-Tower, Tempered Glass - white",$221.23 USD,Corsair,CC-9011213-WW,0840006627531,,245 mm,520 mm,520 mm,E-ATX,ATX,420 mm,170 mm,0/0,3/10,0/4,0/0,1,0,0,0,3,4,2,0,,white,True,True,True,False,https://www.amazon.ca/dp/B0BFDNRT8F?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair Obsidian 1000D Big-Tower, Tempered Glass - black",$597.93 USD,Corsair,CC-9011148-WW,0843591076807,,307 mm,693 mm,697 mm,E-ATX,ATX,400 mm,180 mm,0/0,0/10,0/3,0/0,0,0,1,0,0,6,5,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07BQG4TM3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Obsidian 450D Midi-Tower - black Window,,Corsair,CC-9011049-WW,0843591047234,,210 mm,494 mm,497 mm,E-ATX,ATX,430 mm,165 mm,0/0,1/8,2/4,0/0,1,0,2,2,1,5,3,0,,black,True,True,True,False,
"Corsair Obsidian 500D Premium Midi-Tower, Tempered Glass - black Window",$137.81 USD,Corsair,CC-9011116-WW,0843591032278,,233 mm,502 mm,508 mm,ATX,ATX,370 mm,170 mm,0/0,2/6,0/4,0/0,1,0,0,1,1,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B074T6691B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Obsidian 500D RGB Special Ed Midi-Tower - black Window,$228.49 USD,Corsair,CC-9011139-WW,0843591065399,,237 mm,500 mm,507 mm,ATX,ATX,370 mm,170 mm,0/0,3/6,0/4,0/0,1,0,0,1,1,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07C46L1D8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Obsidian 750D Airflow Ed Big-Tower - black Window,$152.32 USD,Corsair,CC-9011078-WW,0843591057622,843591057622,235 mm,546 mm,560 mm,E-ATX,ATX,450 mm,170 mm,0/0,0/8,3/5,0/0,2,2,2,2,1,10,6,0,,black,True,True,True,False,https://www.amazon.ca/dp/B00YJJBFIO?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Obsidian 750D Big-Tower - black Window,$145.07 USD,Corsair,CC-9011035-WW,0843591043786,,235 mm,546 mm,560 mm,E-ATX,ATX,450 mm,170 mm,0/0,0/8,3/5,0/0,2,2,2,2,1,10,6,0,,black,True,True,True,False,https://www.amazon.ca/Corsair-Obsidian-750D-Performance-Tower/dp/B00EB6O4N8?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00EB6O4N8
Cougar Archon Midi-Tower - black Window,,Cougar,385MM50.0001,4710918404703,,195 mm,480 mm,430 mm,ATX,ATX,310 mm,165 mm,0/0,1/5,0/0,0/0,,,,,,3,3,0,,black,True,True,True,False,
Cougar Archon V Midi-Tower - black Window,,Cougar,385MM50.0006,4715302441104,,195 mm,480 mm,430 mm,ATX,ATX,310 mm,165 mm,0/0,1/3,0/0,0/0,,,,,,3,3,0,,black,True,True,True,False,
Cougar Conquer Design - black Window,,Cougar,385LMR0.0001,4715302441166,,255 mm,685 mm,580 mm,ATX,ATX,350 mm,190 mm,0/0,3/5,0/0,0/0,,,,,,4,3,0,,"orange, black, transparent",True,False,False,False,
Cougar Evolution Big-Tower - black Window,,Cougar,106GR10.0045,4710918404574,,223 mm,523 mm,514 mm,ATX,ATX,305 mm,180 mm,0/0,2/6,0/2,0/0,,,,,,4,4,0,,black,True,True,True,False,
Cougar MG110 Midi-Tower - black,,Cougar,385JMP0.0001,4715302446079,,198 mm,411 mm,378 mm,Micro-ATX,ATX,350 mm,150 mm,0/0,1/7,0/0,0/0,,,,,,3,3,0,,black,False,True,True,False,
Cougar MG110-W Midi-Tower - black Window,,Cougar,385JMP0.0002,4715302446062,,198 mm,411 mm,378 mm,Micro-ATX,ATX,350 mm,150 mm,0/0,1/5,0/0,0/0,,,,,,3,3,0,,black,True,True,True,False,
"Cougar MX340 Midi-Tower, Tempered Glass black",,Cougar,385WMW0.0001,4715302440619,192554000091,208 mm,405 mm,450 mm,ATX,ATX,330 mm,160 mm,0/0,0/0,0/2,0/0,,,,,,2,2,0,,black,True,True,True,False,
"Cougar Panzer Evo Big-Tower, Tempered Glass - black",,Cougar,106AMT0.0001,4715302444754,,266 mm,556 mm,612 mm,E-ATX,ATX,390 mm,170 mm,0/0,4/8,0/6,0/0,,,,,,6,2,0,,black,True,True,True,False,
"Cougar Panzer Evo RGB Big-Tower, Tempered Glass - black",,Cougar,106AMT0.0003,4715302440602,,266 mm,556 mm,612 mm,E-ATX,ATX,390 mm,170 mm,0/0,4/8,0/7,0/0,,,,,,6,2,0,,black,True,True,True,False,
Cougar Panzer G Tempered Glass Midi-Tower - black,,Cougar,385GMM0.0001,4715302444761,,208 mm,520 mm,565 mm,ATX,ATX,400 mm,160 mm,0/0,3/8,0/4,0/0,,,,,,4,2,0,,black,True,True,True,False,
Cougar Panzer Midi-Tower - black Window,,Cougar,385GML0.0001,4715302441128,,208 mm,520 mm,565 mm,ATX,ATX,425 mm,160 mm,0/0,1/8,0/4,0/0,,,,,,6,2,0,,black,True,True,True,False,
Cougar Panzer S Midi-Tower - black/red Window,,Cougar,385GML0.3804,4715302441135,,208 mm,520 mm,565 mm,ATX,ATX,425 mm,160 mm,0/0,3/8,0/4,0/0,,,,,,6,2,0,,black,True,True,True,False,
Cougar Puritas Tempered Glass Midi-Tower - black,,Cougar,385GMU0.0001,4715302440626,,218 mm,490 mm,520 mm,ATX,ATX,425 mm,160 mm,0/0,3/10,0/0,0/0,,,,,,6,2,0,,black,True,True,True,False,
Cougar QBX Mini-ITX - black Mesh Window,$54.4 USD,Cougar,108M020.0002,4715302445973,871520008643,178 mm,368 mm,260 mm,Mini-ITX,ATX,350 mm,105 mm,0/1,0/5,0/0,0/0,,,,,,3,1,0,,black,False,True,False,False,https://www.amazon.ca/dp/B00ZV5YKY6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Cougar Solution 2 Midi-Tower - black Window,,Cougar,385MMG0.0002,4715302446086,,195 mm,480 mm,430 mm,ATX,ATX,310 mm,165 mm,0/0,1/5,0/0,0/0,,,,,,3,3,0,,black,True,True,True,False,
"Cougar Turret Midi-Tower, Tempered Glass - black",,Cougar,385QMY0.0001,4715302440787,,206 mm,420 mm,460 mm,ATX,ATX,350 mm,160 mm,0/0,2/6,0/5,0/0,,,,,,4,2,0,,black,True,True,True,False,
Cougar Volant 2 Midi-Tower - red,,Cougar,1067F10.0006,4715302446055,,198 mm,484 mm,425 mm,ATX,ATX,320 mm,165 mm,0/0,1/8,0/1,0/0,,,,,,1,6,0,,red black,False,True,True,False,
Cougar Volant 2 Midi-Tower - black,,Cougar,1067F10.0005,4715302445942,,198 mm,484 mm,425 mm,ATX,ATX,320 mm,165 mm,0/0,1/8,0/1,0/0,,,,,,1,6,0,,black,False,True,True,False,
Cryorig Taku Mini-ITX/Monitorstand,,Cryorig,CR-TKA,4719692701121,,570 mm,310 mm,142 mm,Mini-ITX,"SFX, SFX-L",280 mm,48 mm,0/0,0/0,0/0,0/0,0,0,0,0,0,2,1,0,,silver,False,False,False,False,
Crystal Series 460X RGB Compact ATX Mid-Tower,$130.56 USD,Corsair,CC-9011101-WW,0843591093590,843591093590,220 mm,464 mm,440 mm,ATX,ATX,370 mm,170 mm,0/0,3/4,0/2,0/0,,,,,,3,2,0,,black,False,False,False,False,https://www.amazon.ca/dp/B01LA2LB7W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crystal Series 460X RGB Compact ATX Mid-Tower — White,$116.05 USD,Corsair,CC-9011129-WW,0843591064231,843591064231,220 mm,464 mm,440 mm,ATX,ATX,370 mm,170 mm,0/0,3/4,0/2,0/0,,,,,,3,2,0,,white,False,False,False,False,https://www.amazon.ca/CORSAIR-Crystal-Compact-Mid-Tower-Tempered/dp/B077GJRJ19?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B077GJRJ19
Crystal Series 570X RGB ATX Mid-Tower,$130.56 USD,Corsair,CC-9011098-WW,0843591091657,843591091657,234 mm,512 mm,480 mm,ATX,ATX,370 mm,170 mm,0/0,3/4,0/2,0/0,,,,,,2,2,0,,black,False,False,False,False,https://www.amazon.ca/dp/B01LE0ZKR2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crystal Series 570X RGB ATX Mid-Tower — Red,$165.75 USD,Corsair,CC-9011111-WW,0843591097284,843591097284,234 mm,512 mm,480 mm,ATX,ATX,370 mm,170 mm,0/0,3/4,0/2,0/0,,,,,,2,2,0,,red,False,False,False,False,https://www.amazon.ca/dp/B073D2C17W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crystal Series 570X RGB ATX Mid-Tower — White,$201.76 USD,Corsair,CC-9011110-WW,0843591097260,843591097260,234 mm,512 mm,480 mm,ATX,ATX,370 mm,170 mm,0/0,3/4,0/2,0/0,,,,,,2,2,0,,white,False,False,False,False,https://www.amazon.ca/dp/B073D1XJ55?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
DAN Cases A4-SFX V3 Mini-ITX Gaming - silver,,DAN Cases,A4SFXV3-S,4260562960044,,115 mm,327 mm,205 mm,Mini-ITX,"SFX, SFX-L, sonstige",295 mm,48 mm,0/0,0/1,0/0,0/0,,,,,,3,0,0,,silver,False,False,False,False,
DAN Cases A4-SFX V4.1 Mini-ITX Gaming - black,,DAN Cases,A4SFXV4-B,4260562960051,,115 mm,327 mm,205 mm,Mini-ITX,"SFX, SFX-L",295 mm,48 mm,0/0,0/0,0/0,0/0,0,0,0,0,0,3,0,0,,black,False,False,False,False,
DAN Cases A4-SFX V4.1 Mini-ITX Gaming - silver,,DAN Cases,A4SFXV4-S,4260562960068,,115 mm,327 mm,205 mm,Mini-ITX,"SFX, SFX-L",295 mm,48 mm,0/0,0/0,0/0,0/0,0,0,0,0,0,3,0,0,,silver,False,False,False,False,
EK Water Blocks Classic InWin 303EK Midi-Tower - black,,EK Water Blocks,3831109821831,3831109821831,,215 mm,480 mm,500 mm,E-ATX,ATX,350 mm,160 mm,0/0,0/7,0/0,0/0,1,0,0,0,1,2,2,0,,black,True,True,True,False,
EK Water Blocks Quantum InWin 909EK - Silver Limited Edition,,EK Water Blocks,3831109821848,3831109821848,,231 mm,575 mm,540 mm,E-ATX,ATX,365 mm,175 mm,0/0,0/8,0/6,0/0,0,0,0,0,0,0,0,0,,silver,True,True,True,False,
Fractal Design ARC R2 Midi-Tower - black Window,,Fractal Design,FD-CA-ARC-R2-BL-W,7350041081081,,230 mm,515 mm,460 mm,ATX,ATX,430 mm,180 mm,0/0,0/7,3/7,0/0,,,,,,10,8,0,,black,True,True,True,False,
Fractal Design Core 1000 USB3.0 Micro-ATX - black,,Fractal Design,FD-CA-CORE-1000-USB3-BL,7350041081098,817301011099,225 mm,475 mm,415 mm,Micro-ATX,ATX,350 mm,148 mm,0/0,1/2,0/0,0/0,0,0,0,0,0,3,3,0,,black,False,True,False,False,
Fractal Design Core 1100 Micro-ATX - black,$36.26 USD,Fractal Design,FD-CA-CORE-1100-BL,7350041081913,817301011914,175 mm,410 mm,358 mm,Micro-ATX,ATX,350 mm,148 mm,0/0,1/6,0/2,0/0,0,0,0,0,0,4,3,0,,black,False,True,False,False,https://www.amazon.ca/dp/B00NPIL6GQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Fractal Design Core 2300 Midi-Tower - black,,Fractal Design,FD-CA-CORE-2300-BL,7350041081944,,233 mm,517 mm,451 mm,ATX,ATX,380 mm,163 mm,0/0,2/6,0/5,0/0,1,0,2,0,0,5,3,0,,black,False,True,True,False,
