Name,Price,Producer,MPN,EAN,UPC,Ram Type,Size,Clock,Timings,Sticks,Product Page
ADATA XPC V1.0 DDR3-1600 CL9,$75.82 USD,Adata,AX3U1600W4G9-DB,4713435798362,,DDR3-1600,8 GB,1600,,2,https://www.amazon.ca/ADATA-USA-1600MHZ-12800-AX3U1600W4G9-DB/dp/B00F902ON2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00F902ON2
ADATA XPG Gammix D10,,ADATA,AX4U300038G16-DRG,4713218462565,,DDR4-3000,16 GB,3000,16-17-17,2,
ADATA XPG Gammix D10,,ADATA,AX4U2666316G16-DBG,4713218462190,,DDR4-2666,32 GB,2666,16-17-17,2,
ADATA XPG Gammix D10,,ADATA,AX4U300038G16-SBG,4713218460998,,DDR4-3000,8 GB,3000,16-17-17,1,
ADATA XPG Gammix D10,,ADATA,AX4U3000316G16-SBG,4713218466723,,DDR4-3000,16 GB,3000,16-17-17,1,
ADATA XPG Gammix D10,,ADATA,AX4U266638G16-DRG,4713218462503,,DDR4-2666,16 GB,2666,16-17-17,2,
ADATA XPG Gammix D10,,ADATA,AX4U240038G16-DRG,4713218462473,,DDR4-2400,16 GB,2400,16-17-17,2,
ADATA XPG Gammix D10,,ADATA,AX4U240038G16-SBG,4713218460950,,DDR4-2400,8 GB,2400,16-17-17,1,
ADATA XPG Gammix D10,,ADATA,AX4U2400316G16-DBG,4713218460844,,DDR4-2400,32 GB,2400,16-17-17,2,
ADATA XPG Gammix D10,$80.53 USD,ADATA,AX4U266638G16-DBG,4713218462183,,DDR4-2666,16 GB,2666,16-17-17,2,https://www.amazon.ca/dp/B074RNY5DB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ADATA XPG Spectrix D40 RGB,,ADATA,AX4U300038G16-DRS,4713218462053,,DDR4-3000,16 GB,3000,16-17-17,2,
ADATA XPG Spectrix D50 Xtreme,,ADATA,AX4U500038G19M-DGM50X,4710273779980,,DDR4-5000,16 GB,5000,,2,
ADATA XPG Spectrix D50 Xtreme,,ADATA,AX4U480038G19K-DGM50X,4710273779959,,DDR4-4800,16 GB,4800,,2,
ADATA XPG Spectrix D80 red,,ADATA,AX4U300038G16-DR80,4713218466372,,DDR4-3000,16 GB,3000,16-18-18,2,
ADATA XPG Spectrix D80 red,,ADATA,AX4U3000316G16-DR80,4713218466419,,DDR4-3000,32 GB,3000,16-18-18,2,
ADATA XPG Spectrix D80 black,,ADATA,AX4U3000316G16-DB80,4713218466662,,DDR4-3000,32 GB,3000,16-18-18,2,
ADATA XPG Spectrix D80 black,,ADATA,AX4U300038G16-DB80,4712366965768,,DDR4-3000,16 GB,3000,16-18-18,2,
ADATA XPG Spectrix RGB D41 grey,,ADATA,AX4U3000316G16-DT41,4713218468307,,DDR4-3000,32 GB,3000,16-18-18,2,
ADATA XPG Spectrix RGB D41 grey,$96.93 USD,ADATA,AX4U300038G16-DT41,4713218466969,,DDR4-3000,16 GB,3000,16-18-18,2,https://www.amazon.ca/dp/B07CQ9NG46?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ADATA XPG Spectrix RGB D41 red,,ADATA,AX4U300038G16-DR41,4713218466990,,DDR4-3000,16 GB,3000,16-18-18,2,
ADATA XPG Spectrix RGB D60G grey,,ADATA,AX4U300038G16-DT60,4710273771892,,DDR4-3000,16 GB,3000,16-18-18,2,
"Avexir Blitz Series, rote LED, DDR4-3200, CL16 - 16 GB Kit",,Avexir,AVD4UZ132001604G-4BZ1RR,0711811368202,,DDR4-3200,16 GB,3200,,4,
"Avexir Core Series, blaue LED, DDR4-2400, CL16 - 4 GB",,Avexir,AVD4UZ124001604G-1COB,0711811365690,,DDR4-2400,4 GB,2400,,1,
"Avexir Core Series, grüne LED, DDR4-2400, CL16 - 4 GB",,Avexir,AVD4UZ124001604G-1COG,0711811367533,,DDR4-2400,4 GB,2400,16-16-16-36,1,
"Avexir Core Series, rote LED, DDR4-2400, CL16 - 16 GB Kit",,Avexir,AVD4UZ124001608G-2COR,0711811366192,,DDR4-2400,16 GB,2400,,2,
"Avexir Core Series, rote LED, DDR4-2400, CL16 - 16 GB Kit",,Avexir,AVD4UZ124001604G-4COR,0711811366222,,DDR4-2400,16 GB,2400,16-16-18-36,4,
"Avexir Core Series, weiße LED, DDR4-2400, CL16 - 16 GB Kit",,Avexir,AVD4UZ124001608G-2COW,0711811366314,,DDR4-2400,16 GB,2400,,2,
"Avexir Core Series, weiße LED, DDR4-2400, CL16 - 4 GB",,Avexir,AVD4UZ124001604G-1COW,0711811366260,,DDR4-2400,4 GB,2400,,1,
Ballistix Elite DDR4-2666 CL16,,Ballistix,BLE4G4D26AFEA,0649528770516,,DDR4-2666,4 GB,2666,,1,
Ballistix Sport DDR3-1600 CL9,,Ballistix,BLS2CP4G3D1609DS1S00,0649528755940,,DDR3-1600,8 GB,1600,,2,
Ballistix Tactical DDR4-3000 CL15,$28.35 USD,Ballistix,BLT8G4D30AETA,0649528778826,,DDR4-3000,8 GB,3000,,1,https://www.amazon.ca/dp/B01GZ1SPK4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair 16GB,$57.0 USD,Corsair,CMV16GX4M1A2133C15,4056572728169,843591069656,DDR4-2133,16 GB,2133,15-15-15-36,1,https://www.amazon.ca/dp/B0123ZCD36?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair 16GB,$62.38 USD,Corsair,CMV16GX4M1A2400C16,0843591024242,843591024242,DDR4-2400,16 GB,2400,16-16-16-39,1,https://www.amazon.ca/dp/B06XYNCBB8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair 1GB DDR Memory,,Corsair,VS1GB333,5051964419556,870584002413,DDR1-333,1 GB,333,2.5-3-3-7,1,
Corsair 1GB DDR Memory,$33.66 USD,Corsair,VS1GB400C3,6558051386559,012304981053,DDR1-400,1 GB,400,3-3-3-8,1,https://www.amazon.ca/Corsair-PC-3200-184-pin-Desktop-VS1GB400C3/dp/B0006ITZF2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0006ITZF2
Corsair 1GB DDR2 Memory,$17.97 USD,Corsair,VS1GB667D2,0767873479875,767873479875,DDR2-667,1 GB,667,5-5-5-15,1,https://www.amazon.ca/Corsair-1x1GB-Desktop-Memory-VS1GB667D2/dp/B000A1GWQU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000A1GWQU
Corsair 1GB DDR2 Memory,$22.94 USD,Corsair,VS1GB533D2,5052179817571,012300514040,DDR2-533,1 GB,533,4-4-4-12,1,https://www.amazon.ca/Corsair-VS1GB533D2-PC2-4200-240-pin-Desktop/dp/B0006ITZES?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0006ITZES
Corsair 1GB Dual Channel DDR Memory Kit,,Corsair,VS1GBKIT400,9858594494399,870584001539,DDR1-400,1 GB,400,2.5-3-3-8,2,
Corsair 2GB DDR2 Memory,$30.2 USD,Corsair,VS2GB800D2,0843591004534,132018259542,DDR2-800,2 GB,800,5-5-5-18,1,https://www.amazon.ca/Corsair-Ddr2-2gb-800-Dimm/dp/B0027A632U?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0027A632U
Corsair 2GB Dual Channel DDR Memory Kit,$44.9 USD,Corsair,VS2GBKIT400C3,0132017663210,870584003090,DDR1-400,2 GB,400,3-3-3-8,2,https://www.amazon.ca/Corsair-Memory-VS2GBKIT400C3-184-Pin-Desktop/dp/B0009W7OJO?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0009W7OJO
Corsair 2GB Dual Channel DDR2 Memory Kit,$32.41 USD,Corsair,VS2GBKIT533D2,5054533081833,870584003588,DDR2-533,2 GB,533,4-4-4-12,2,https://www.amazon.ca/Corsair-VS2GBKIT533D2-PC2-4200-240-pin-Channel/dp/B00069BVIK?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00069BVIK
Corsair 8GB,$42.06 USD,Corsair,CMV8GX3M2A1600C11,0843591034111,843591034111,DDR3-1600,8 GB,1600,11-11-11-30,2,https://www.amazon.ca/Corsair-240-Pin-1600Mhz-Desktop-CMV8GX3M2A1600C11/dp/B009CIM9X2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B009CIM9X2
Corsair 8GB,$47.14 USD,Corsair,CMV8GX4M1A2400C16,0843591024259,843591024259,DDR4-2400,8 GB,2400,16-16-16-39,1,https://www.amazon.ca/dp/B06XY8Z2NC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair 8GB Dual Channel DDR3 Memory Kit,$42.06 USD,Corsair,CMV8GX3M2A1333C9,5053313866547,012304981640,DDR3-1333,8 GB,1333,9-9-9-24,2,https://www.amazon.ca/Corsair-1333Mhz-PC3-10666-240-Pin-CMV8GX3M2A1333C9/dp/B0055LGG3Y?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0055LGG3Y
Corsair Dominator DDR3-1600 CL9,,Corsair,CMP8GX3M2A1600C9,0843591008709,,DDR3-1600,8 GB,1600,,2,
"Corsair Dominator Limited Orange DDR4-3400, CL16 - 16 GB Quad Kit",,Corsair,CMD16GX4M4B3400C16,0843591056359,,DDR4-3400,16 GB,3400,16-18-18-36,4,
Corsair Dominator Platinum + AF,$180.46 USD,Corsair,CMD8GX4M2B3600C18,0843591070027,843591070027,DDR4-3600,8 GB,3600,18-19-19-39,2,https://www.amazon.ca/Corsair-Dominator-Platinum-3600MHz-Memory/dp/B0189APT3U?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0189APT3U
Corsair Dominator Platinum + AF,$205.77 USD,Corsair,CMD8GX4M2B4000C19,0843591088114,843591088114,DDR4-4000,8 GB,4000,19-23-23-45,2,https://www.amazon.ca/CORSAIR-DOMINATOR-PLATINUM-4000MHz-Desktop/dp/B01F3Z64L0?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01F3Z64L0
"Corsair Dominator Platinum + AF, DDR4-3600, CL 16 - 32 GB Quad Kit",$499.49 USD,Corsair,CMD32GX4M4B3600C16,0843591092432,843591092432,DDR4-3600,32 GB,3600,16-16-16-36,4,https://www.amazon.ca/CORSAIR-DOMINATOR-PLATINUM-3600MHz-Desktop/dp/B01GELBHG4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GELBHG4
"Corsair Dominator Platinum + AF, DDR4-3600, CL 18 - 16 GB Quad Kit",$321.04 USD,Corsair,CMD16GX4M4B3600C18,0843591068369,843591068369,DDR4-3600,16 GB,3600,18-19-19-39,4,https://www.amazon.ca/Corsair-Dominator-Platinum-KitCMD16GX4M4B3600C18-Aluminium/dp/B0143UM97Y?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0143UM97Y
"Corsair Dominator Platinum + AF, DDR4-3733, CL 17 - 8 GB Dual Kit",$209.81 USD,Corsair,CMD8GX4M2B3733C17,0843591085014,843591085014,DDR4-3733,8 GB,3733,17-19-19-39,2,https://www.amazon.ca/Corsair-Dominator-Platinum-PC4-29800-Memory/dp/B01BYMN9NW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01BYMN9NW
"Corsair Dominator Platinum + AF, DDR4-3866, CL 18 - 8 GB Dual Kit",$218.65 USD,Corsair,CMD8GX4M2B3866C18,0843591090193,843591090193,DDR4-3866,8 GB,3866,18-22-22-40,2,https://www.amazon.ca/CORSAIR-DOMINATOR-PLATINUM-3866MHz-Desktop/dp/B01FUORBDO?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01FUORBDO
Corsair Dominator Platinum DDR4-2400 CL14,$1437.15 USD,Corsair,CMD128GX4M8A2400C14,0843591067409,843591067409,DDR4-2400,128 GB,2400,,1,https://www.amazon.ca/Corsair-Dominator-Platinum-Systems-CMD128GX4M8A2400C14/dp/B0104LRLQ0?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0104LRLQ0
Corsair Dominator Platinum DDR4-2666 CL15,$221.38 USD,Corsair,CMD16GX4M4A2666C15,0843591055468,,DDR4-2666,16 GB,2666,,4,https://www.amazon.ca/Corsair-DOMINATOR-Platinum-2666MHz-CMD16GX4M4A2666C15/dp/B00MPIEDWG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00MPIEDWG
Corsair Dominator Platinum DDR4-2666 CL15,$784.99 USD,Corsair,CMD128GX4M8A2666C15,0843591067430,843591067430,DDR4-2666,128 GB,2666,,1,https://www.amazon.ca/Corsair-Dominator-Platinum-Systems-CMD128GX4M8A2666C15/dp/B010BBFS36?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B010BBFS36
Corsair Dominator Platinum DDR4-2800 CL14,,Corsair,CMD128GX4M8B2800C14,0843591067812,843591067812,DDR4-2800,128 GB,2800,,1,
Corsair Dominator Platinum DDR4-2800 CL14,,Corsair,CMD64GX4M4B2800C14,0843591071864,843591071864,DDR4-2800,64 GB,2800,,1,
Corsair Dominator Platinum DDR4-2800 CL16,,Corsair,CMD16GX4M4A2800C16,0843591055161,,DDR4-2800,16 GB,2800,,4,
Corsair Dominator Platinum DDR4-3000 CL15,$108.8 USD,Corsair,CMD16GX4M2B3000C15,0843591069779,843591069779,DDR4-3000,16 GB,3000,,2,https://www.amazon.ca/dp/B0134EVVO2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum DDR4-3000 CL15,$111.32 USD,Corsair,CMD8GX4M2B3000C15,0843591071918,843591071918,DDR4-3000,8 GB,3000,,2,https://www.amazon.ca/Corsair-Dominator-Platinum-3000MHz-Memory/dp/B01550ZJPA?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01550ZJPA
Corsair Dominator Platinum DDR4-3000 CL16,$1241.87 USD,Corsair,CMD128GX4M8B3000C16,0843591090674,843591090674,DDR4-3000,128 GB,3000,,1,https://www.amazon.ca/CORSAIR-DOMINATOR-PLATINUM-3000MHz-Desktop/dp/B01F3Z6528?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01F3Z6528
Corsair Dominator Platinum DDR4-3200 CL16,,Corsair,CMD8GX4M2B3200C16,0843591072014,843591072014,DDR4-3200,8 GB,3200,,2,
Corsair Dominator Platinum DDR4-3200 CL16,,Corsair,CMD32GX4M4B3200C16,0843591058407,,DDR4-3200,32 GB,3200,,4,
Corsair Dominator Platinum RGB,$118.95 USD,Corsair,CMT32GX5M2B5600C36,0840006660804,,DDR5-5600,32 GB,5600,40-40-40-77,2,https://www.amazon.ca/dp/B09R7TDMSW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB,$148.72 USD,Corsair,CMT32GX5M2B5200C40,0840006659471,,DDR5-5200,32 GB,5200,40-40-77,2,https://www.amazon.ca/dp/B09NCP3RWB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB,$170.46 USD,Corsair,CMT32GX5M2B6400C32,0840006602026,,DDR5-6400,32 GB,6400,32-40-40-84,2,https://www.amazon.ca/dp/B0BPLCCR1J?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB,$174.08 USD,Corsair,CMT32GX5M2X6200C36W,0840006663553,,DDR5-6200,32 GB,6200,36-39-39-76,2,https://www.amazon.ca/dp/B0B15CZ4ZV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB,$195.11 USD,Corsair,CMT64GX5M2B5200C40,0840006660965,,DDR5-5200,64 GB,5200,40-40-40-77,2,https://www.amazon.ca/dp/B09RX4N6JZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB,$224.86 USD,Corsair,CMT64GX5M2B5200C40W,0840006663560,,DDR5-5200,64 GB,5200,40-40-40-77,2,https://www.amazon.ca/dp/B09W2Z4QB8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB,$232.11 USD,Corsair,CMT64GX5M2X5600C40,0840006692263,,DDR5-5600,64 GB,5600,40-40-40-77,2,https://www.amazon.ca/dp/B0B15BDZMV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB,$282.16 USD,Corsair,CMT64GX5M2B6000C40,0840006601203,,DDR5-6000,64 GB,6000,40-40-40-77,2,https://www.amazon.ca/dp/B0BPL4F488?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB,$359.05 USD,Corsair,CMT64GX5M4B6200C32,0840006665489,,DDR5-6200,64 GB,6200,32-38-38-80,4,https://www.amazon.ca/dp/B0BVKZGDNN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB,$366.31 USD,Corsair,CMT64GX5M4B6600C32,0840006665502,,DDR5-6600,64 GB,6600,32-39-39-76,4,https://www.amazon.ca/dp/B0BVKYHH7Y?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB,$379.61 USD,Corsair,CMT64GX5M4B6400C32,0840006665496,,DDR5-6400,64 GB,6400,32-40-40-84,4,https://www.amazon.ca/dp/B0BVN2T86Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB Series,$137.81 USD,Corsair,CMT16GX4M2C3000C15,0840006607281,,DDR4-3000,16 GB,3000,15-17-17-35,2,https://www.amazon.ca/dp/B07N3H533C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB Series,$188.59 USD,Corsair,CMT32GX4M2C3000C15,0840006607335,,DDR4-3000,32 GB,3000,15-17-17-35,2,https://www.amazon.ca/dp/B07N3H4XKV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB Series,$203.05 USD,Corsair,CMT32GX4M4C3200C16,0840006607397,,DDR4-3200,32 GB,3200,16-18-18-36,4,https://www.amazon.ca/dp/B07N3HCVVW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB Series,$239.48 USD,Corsair,CMT32GX4M4C3000C15,0840006607373,,DDR4-3000,32 GB,3000,15-17-17-35,4,https://www.amazon.ca/Corsair-Dominator-Platinum-PC4-24000-Desktop/dp/B07N3HCVVV?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07N3HCVVV
Corsair Dominator Platinum RGB Series,$245.83 USD,Corsair,CMT32GX4M4C3600C18,0840006607403,,DDR4-3600,32 GB,3600,18-19-19-39,4,https://www.amazon.ca/dp/B07N3H9MYS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB Series,$373.56 USD,Corsair,CMT64GX4M4C3000C15,0840006607427,,DDR4-3000,64 GB,3000,15-17-17-35,4,https://www.amazon.ca/dp/B07N3GV5BH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB Series,$464.23 USD,Corsair,CMT64GX4M8C3200C16,0840006607472,,DDR4-3200,64 GB,3200,16-18-18-36,8,https://www.amazon.ca/dp/B07N3L66YZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB Series,$479.73 USD,Corsair,CMT16GX4M2K4266C19,0840006609520,,DDR4-4266,16 GB,4266,19-26-26-46,2,https://www.amazon.ca/CORSAIR-Dominator-Platinum-2x8GB-PC4-34100/dp/B07N3HP6WH?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07N3HP6WH
Corsair Dominator Platinum RGB Series,$602.05 USD,Corsair,CMT64GX4M4K3600C18,0840006607458,,DDR4-3600,64 GB,3600,18-19-19-39,4,https://www.amazon.ca/dp/B07N3HJ2DQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum RGB Series,$673.11 USD,Corsair,CMT64GX4M8X3600C18,0840006608608,,DDR4-3600,64 GB,3600,18-19-19-39,8,https://www.amazon.ca/Corsair-Dominator-Platinum-PC4-28800-Desktop/dp/B07N3H47JS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07N3H47JS
Corsair Dominator Platinum RGB Series,$1156.97 USD,Corsair,CMT128GX4M8X3600C18,0840006607274,,DDR4-3600,128 GB,3600,18-19-19-39,8,https://www.amazon.ca/dp/B07N3HBSC1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum ROG Edition 32GB,$173.47 USD,Corsair,CMD32GX4M4C3200C16-ROG,0843591094573,843591094573,DDR4-3200,32 GB,3200,16-18-18-36,4,https://www.amazon.ca/dp/B01LYJKANQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum Series,,Corsair,CMD64GX4M4A2400C14,0843591071857,843591071857,DDR4-2400,64 GB,2400,14-16-16-31,4,
Corsair Dominator Platinum Series 128GB,$880.25 USD,Corsair,CMD128GX4M8B3200C16,0843591097895,843591097895,DDR4-3200,128 GB,3200,16-18-18-36,8,https://www.amazon.ca/dp/B01MY2C1BU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum Series 16GB,,Corsair,CMD16GX4M2B2800C14,0843591070546,843591070546,DDR4-2800,16 GB,2800,14-16-16-36,2,
Corsair Dominator Platinum Series 16GB,,Corsair,CMD16GX4M4B2133C10,4058154153970,843591058261,DDR4-2133,16 GB,2133,10-12-12-31,4,
Corsair Dominator Platinum Series 16GB,,Corsair,CMD16GX4M4B3200C15,0843591057745,843591057745,DDR4-3200,16 GB,3200,15-17-17-35,4,
Corsair Dominator Platinum Series 16GB,$108.8 USD,Corsair,CMD16GX4M4B3200C16,4054318733675,843591073073,DDR4-3200,16 GB,3200,16-18-18-36,4,https://www.amazon.ca/dp/B018GK2G9S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum Series 16GB,$216.15 USD,Corsair,CMD16GX4M2B2400C10,0843591084802,843591084802,DDR4-2400,16 GB,2400,10-12-12-28,2,https://www.amazon.ca/Corsair-DOMINATOR-Platinum-16GB-Memory/dp/B01BMQAMGC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01BMQAMGC
Corsair Dominator Platinum Series 16GB,$233.1 USD,Corsair,CMD16GX4M4B3200C16R,0843591068185,843591068185,DDR4-3200,16 GB,3200,16-18-18-36,4,https://www.amazon.ca/dp/B01G5I6HHA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum Series 16GB,$264.6 USD,Corsair,CMD16GX4M2E4000C19,0843591024136,843591024136,DDR4-4000,16 GB,4000,19-23-23-45,2,https://www.amazon.ca/dp/B071L1CX4S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum Series 16GB,$269.2 USD,Corsair,CMD16GX4M2B3733C17,0843591097628,843591097628,DDR4-3733,16 GB,3733,17-19-19-39,2,https://www.amazon.ca/CORSAIR-Dominator-Platinum-3733MHz-Desktop/dp/B01MTYT5TZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MTYT5TZ
Corsair Dominator Platinum Series 16GB,$275.45 USD,Corsair,CMD16GX4M2B3866C18,0843591097673,843591097673,DDR4-3866,16 GB,3866,18-22-22-40,2,https://www.amazon.ca/Corsair-CMD16GX4M2B3866C18-Dominator-PC4-30900-C18-Intel/dp/B06XKL7G59?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XKL7G59
Corsair Dominator Platinum Series 32GB,,Corsair,CMD32GX4M2B2800C14,0843591088046,843591088046,DDR4-2800,32 GB,2800,14-16-16-36,2,
Corsair Dominator Platinum Series 32GB,,Corsair,CMD32GX4M4B2800C14,0843591096621,843591096621,DDR4-2800,32 GB,2800,14-16-16-36,4,
Corsair Dominator Platinum Series 32GB,,Corsair,CMD32GX4M4A2400C12,0843591084864,843591084864,DDR4-2400,32 GB,2400,12-14-14-28,4,
Corsair Dominator Platinum Series 32GB,,Corsair,CMD32GX4M4B2133C10,0843591085540,843591085540,DDR4-2133,32 GB,2133,10-12-12-31,4,
Corsair Dominator Platinum Series 32GB,,Corsair,CMD32GX4M4A2800C16,0843591055215,843591055215,DDR4-2800,32 GB,2800,16-18-18-36,4,
Corsair Dominator Platinum Series 32GB,$151.1 USD,Corsair,CMD32GX4M4A2666C16,8435910554756,843591055475,DDR4-2666,32 GB,2666,16-18-18-35,4,https://www.amazon.ca/Corsair-DOMINATOR%C2%AE-Platinum-PC4-21300-CMD32GX4M4A2666C15/dp/B00NP68UJE?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00NP68UJE
Corsair Dominator Platinum Series 32GB,$166.83 USD,Corsair,CMD32GX4M2B3000C15,4053162983618,843591071161,DDR4-3000,32 GB,3000,15-17-17-35,2,https://www.amazon.ca/dp/B016BWENUI?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum Series 32GB,$309.78 USD,Corsair,CMD32GX4M4C3000C15,0843591088336,843591088336,DDR4-3000,32 GB,3000,15-17-17-35,4,https://www.amazon.ca/CORSAIR-DOMINATOR-PLATINUM-3000MHz-Desktop/dp/B01DM29GPC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01DM29GPC
