Entity,Code,Year,Number of one-year-olds vaccinated with HepB3,"Number of one-year-olds vaccinated with DTP containing vaccine, 3rd dose","Number of one-year-olds vaccinated with polio, 3rd dose",Population - Sex: all - Age: 0 - Variant: estimates,"Number of one-year-olds vaccinated with measles-containing vaccine, 1st dose",Number of one-year-olds vaccinated with Hib3,"Number of one-year-olds vaccinated with rubella-containing vaccine, 1st dose","Number of one-year-olds vaccinated with rotavirus, last dose",Number of one-year-olds vaccinated with BCG
Costa Rica,CRI,1991,,75028,75028,83038,80029,,80029,,67525
Costa Rica,CRI,1992,,74720,75550,82400,76380,,76380,,78041
Costa Rica,CRI,1993,,72524,72524,81960,73348,,73348,,80766
Costa Rica,CRI,1994,,72156,72156,81593,71336,,71336,,77075
Costa Rica,CRI,1995,,69399,70216,81082,74298,,74298,,80830
Costa Rica,CRI,1996,,68975,68975,80311,68163,,68163,,74655
Costa Rica,CRI,1997,61095,75565,77976,79734,79584,,79584,,65918
Costa Rica,CRI,1998,68645,67847,67847,78957,66251,20753,66251,,70242
Costa Rica,CRI,1999,65599,67970,66389,78384,69551,53744,69551,,71922
Costa Rica,CRI,2000,69812,69027,62752,78269,64321,72165,64321,,74518
Costa Rica,CRI,2001,62637,71249,72032,77410,64203,69683,64203,,71249
Costa Rica,CRI,2002,72767,72767,72767,75418,72767,71993,72767,,74316
Costa Rica,CRI,2003,64849,66357,66357,73710,67111,66357,67111,,70128
Costa Rica,CRI,2004,65589,66326,66326,73022,64852,66326,64852,,71484
Costa Rica,CRI,2005,65704,66434,66434,72724,64974,64974,64974,,70084
Costa Rica,CRI,2006,63977,64704,64704,72866,65431,63977,65431,,69066
Costa Rica,CRI,2007,64827,64827,64827,73551,65555,64098,65555,,72111
Costa Rica,CRI,2008,65432,66167,65432,74819,65432,63962,65432,,72784
Costa Rica,CRI,2009,65057,64309,59822,75183,60570,65057,60570,,68048
Costa Rica,CRI,2010,66871,66120,69876,74222,62363,67622,62363,,66120
Costa Rica,CRI,2011,62305,63047,60822,73433,61564,60080,61564,,66756
Costa Rica,CRI,2012,66778,66778,66044,73052,66044,66044,66044,,66778
Costa Rica,CRI,2013,68624,69354,69354,72326,66434,69354,66434,,67894
Costa Rica,CRI,2014,65777,65777,65777,71653,68668,65777,68668,,68668
Costa Rica,CRI,2015,65884,65884,65884,71058,66600,65884,66600,,70897
Costa Rica,CRI,2016,68891,68891,68891,70078,66050,68891,66050,,70312
Costa Rica,CRI,2017,67944,67243,67243,69325,67243,67243,67243,,69345
Costa Rica,CRI,2018,67909,65137,65137,68548,65137,65137,65137,,68602
Costa Rica,CRI,2019,66466,65096,65781,66458,65096,65781,65096,40428,67837
Costa Rica,CRI,2020,63101,64429,64429,63425,63101,64429,63101,64429,65758
Costa Rica,CRI,2021,59579,62748,62748,61382,56410,62748,56410,57678,55776
Cote d'Ivoire,CIV,1980,,,,395948,,,,,
Cote d'Ivoire,CIV,1981,,,,409893,,,,,
Cote d'Ivoire,CIV,1982,,,,421904,,,,,
Cote d'Ivoire,CIV,1983,,,,432479,,,,,
Cote d'Ivoire,CIV,1984,,78565,45485,441390,128185,,,,70295
Cote d'Ivoire,CIV,1985,,105672,67630,448183,131033,,,,122580
Cote d'Ivoire,CIV,1986,,128932,94550,453863,133230,,,,176207
Cote d'Ivoire,CIV,1987,,133890,116614,459382,129571,,,,228909
Cote d'Ivoire,CIV,1988,,131829,136082,468031,131829,,,,221133
Cote d'Ivoire,CIV,1989,,182766,182766,487144,178414,,,,204523
Cote d'Ivoire,CIV,1990,,250186,259452,508148,259452,,,,287251
Cote d'Ivoire,CIV,1991,,188461,246449,524033.03,275443,,,,314102
Cote d'Ivoire,CIV,1992,,244167,244167,539601,269081,,,,348809
Cote d'Ivoire,CIV,1993,,256536,261667,553765,266798,,,,379674
Cote d'Ivoire,CIV,1994,,263277,258011,567144,289605,,,,394916
Cote d'Ivoire,CIV,1995,,280470,248108,585064,307438,,,,372162
Cote d'Ivoire,CIV,1996,,306144,300578,605884,361807,,,,378506
Cote d'Ivoire,CIV,1997,,334554,340322,627742,392236,,,,421076
Cote d'Ivoire,CIV,1998,,347139,353124,652595,395021,,,,424946
Cote d'Ivoire,CIV,1999,,361447,361447,674725,355215,,,,461157
Cote d'Ivoire,CIV,2000,,419122,425570,692311,438466,,,,515842
Cote d'Ivoire,CIV,2001,66204,436950,463432,705721,470052,,,,529636
Cote d'Ivoire,CIV,2002,323083,430778,471163,715749,477894,,,,531741
Cote d'Ivoire,CIV,2003,428854,415239,462890,725542,476504,,,,530962
Cote d'Ivoire,CIV,2004,462518,462518,524648,733058,538454,,,,490131
Cote d'Ivoire,CIV,2005,530374,530374,607139,739087,586203,,,,593182
Cote d'Ivoire,CIV,2006,542095,542095,535054,745306,513934,,,,542095
Cote d'Ivoire,CIV,2007,539936,539936,532832,750589,475996,,,,667815
Cote d'Ivoire,CIV,2008,529935,529935,415354,756577,451161,,,,651676
Cote d'Ivoire,CIV,2009,585355,585355,556449,763942,484183,585355,,,686528
Cote d'Ivoire,CIV,2010,577139,569834,547917,773197,467556,577139,,,577139
Cote d'Ivoire,CIV,2011,461074,453637,431327,782308,364397,461074,,,565187
Cote d'Ivoire,CIV,2012,620534,620534,628102,787638,559994,620534,,,703777
Cote d'Ivoire,CIV,2013,572170,572170,564542,791255,526397,572170,,,648460
Cote d'Ivoire,CIV,2014,560923,560923,545555,797122,453349,560923,,,653130
Cote d'Ivoire,CIV,2015,613132,613132,597610,808122,519998,613132,,,620894
Cote d'Ivoire,CIV,2016,685408,685408,638138,822659,575112,685408,,,748434
Cote d'Ivoire,CIV,2017,666395,666395,658366,839972,562020,666395,,240866,746683
Cote d'Ivoire,CIV,2018,689446,689446,689446,851027,615577,689446,615577,418592,787938
Cote d'Ivoire,CIV,2019,674430,674430,666104,857731,607820,674430,607820,499578,807651
Cote d'Ivoire,CIV,2020,630136,630136,562922,870240,554520,630136,554520,546118,764566
Cote d'Ivoire,CIV,2021,648433,648433,622837,884803,580177,648433,580177,494857,793477
Croatia,HRV,1980,,,,67889,,,,,
Croatia,HRV,1981,,,,67603,,,,,
Croatia,HRV,1982,,,,67242,,,,,
Croatia,HRV,1983,,,,66635,,,,,
Croatia,HRV,1984,,,,65936,,,,,
Croatia,HRV,1985,,,,64791,,,,,
Croatia,HRV,1986,,,,63022,,,,,
Croatia,HRV,1987,,,,61448,,,,,
Croatia,HRV,1988,,,,60032,,,,,
Croatia,HRV,1989,,,,57986,,,,,
Croatia,HRV,1990,,,,56514,,,,,
Croatia,HRV,1991,,,,54190,,,,,
Croatia,HRV,1992,,44405,45475,49789,48150,,48150,,49220
Croatia,HRV,1993,,42201,42697,48372,44683,,44683,,48655
Croatia,HRV,1994,,42332,42332,50106,43792,,43792,,47685
Croatia,HRV,1995,,44852,44852,51899,45849,,45849,,49338
Croatia,HRV,1996,,46581,46581,54279,47093,,47093,,50676
Croatia,HRV,1997,,49169,49169,54368,48635,,48635,,52376
Croatia,HRV,1998,,49782,49782,51656,48711,,48711,,51923
Croatia,HRV,1999,,47500,47500,49020,46989,,46989,,49032
Croatia,HRV,2000,,45128,45614,46454,45128,,45128,,47554
Croatia,HRV,2001,,43431,43431,44496,43431,,43431,,44817
Croatia,HRV,2002,,42170,42170,43253,42170,35067,42170,,43945
Croatia,HRV,2003,,40491,40922,42327,40491,40922,40491,,42214
Croatia,HRV,2004,,40470,40470,42239,40470,40048,40470,,41313
Croatia,HRV,2005,,40415,40415,43292,40415,40415,40415,,41257
Croatia,HRV,2006,,41416,41416,43531,40985,41416,40985,,42711
Croatia,HRV,2007,40751,41618,41618,43101,41618,41618,41618,,42918
Croatia,HRV,2008,41654,41224,41224,44011,41224,41224,41224,,42513
Croatia,HRV,2009,42543,42105,42105,45031,41666,42105,41666,,43420
Croatia,HRV,2010,43537,43537,43537,44583,43088,43537,43088,,44434
Croatia,HRV,2011,42689,42689,42689,42821,42689,42689,42689,,44023
Croatia,HRV,2012,40977,40977,40977,41859,40550,40977,40550,,42257
Croatia,HRV,2013,40014,40014,40014,41046,39180,40014,39180,,41264
Croatia,HRV,2014,38804,38804,38804,39758,38395,38804,38395,,40029
Croatia,HRV,2015,37183,37183,37183,38407,36787,37183,36787,,38765
Croatia,HRV,2016,35167,35549,35549,37401,34402,35549,34402,,37843
Croatia,HRV,2017,34265,34265,34265,37067,33148,34265,33148,,36500
Croatia,HRV,2018,34345,34345,34714,36979,34345,34714,34345,,36191
Croatia,HRV,2019,34264,34632,34632,36855,34264,34632,34264,,36106
Croatia,HRV,2020,33406,34507,34507,36059,33406,34140,33406,,35976
Croatia,HRV,2021,32316,33034,33034,35075,31957,33034,31957,,34830
Cuba,CUB,1980,,98603,145696,141212,70641,,,,145696
Cuba,CUB,1981,,94967,135467,134975,68432,,,,135467
Cuba,CUB,1982,,132928,111445,142964,73849,,,,130243
Cuba,CUB,1983,,140863,135172,157346,133749,,,,136595
Cuba,CUB,1984,,134720,148818,162064,128454,,,,151951
Cuba,CUB,1985,,146842,142001,164506,137160,,,,158138
Cuba,CUB,1986,,162188,162188,167596,131061,,131061,,160549
Cuba,CUB,1987,,145236,143567,172976,165269,,165269,,160260
Cuba,CUB,1988,,168886,168886,180678,153376,,153376,,170610
Cuba,CUB,1989,,172838,172838,184748,176439,,176439,,176439
Cuba,CUB,1990,,169380,173062,184297,173062,,173062,,180427
Cuba,CUB,1991,,181785,178112,176870,181785,,181785,,179949
Cuba,CUB,1992,,165602,174410,164884,174410,,174410,,172649
Cuba,CUB,1993,137936,162567,159283,155850,157641,,157641,,159283
Cuba,CUB,1994,151978,153529,148877,149911,153529,,153529,,153529
Cuba,CUB,1995,147448,147448,141490,146816,147448,,147448,,147448
Cuba,CUB,1996,144228,131116,142771,144959,144228,,144228,,144228
Cuba,CUB,1997,141030,142469,139591,144363,138152,,138152,,142469
Cuba,CUB,1998,140851,142289,139414,144809,142289,,142289,,142289
Cuba,CUB,1999,143218,137432,138878,144970,138878,143218,138878,,143218
Cuba,CUB,2000,142200,137847,142200,143766,136396,143651,136396,,143651
Cuba,CUB,2001,141003,141003,142442,141234,138126,142442,138126,,142442
Cuba,CUB,2002,138320,139732,138320,138671,138320,139732,138320,,139732
Cuba,CUB,2003,136996,99634,135612,136102,136996,136996,136996,,136996
Cuba,CUB,2004,134263,119345,132907,133190,134263,134263,134263,,134263
Cuba,CUB,2005,125626,117692,130916,129770.01,129593,124304,129593,,130916
Cuba,CUB,2006,114056,114056,126871,125883,123027,124308,123027,,126871
Cuba,CUB,2007,115145,115145,122574,123377,120098,120098,120098,,122574
Cuba,CUB,2008,115257,115257,120110,123502,118897,117683,118897,,120110
Cuba,CUB,2009,117047,117047,120705,125549,120705,117047,120705,,120705
Cuba,CUB,2010,119620,119620,123358,127823,123358,119620,123358,,123358
Cuba,CUB,2011,122292,123565,126113,130127,126113,122292,126113,,126113
Cuba,CUB,2012,124634,128529,127230,128634.99,128529,124634,128529,,128529
Cuba,CUB,2013,123158,127007,127007,125537,127007,123158,127007,,127007
Cuba,CUB,2014,121460,123965,123965,123825,123965,121460,123965,,123965
Cuba,CUB,2015,122281,122281,122281,123097,122281,122281,122281,,122281
Cuba,CUB,2016,121565,121565,120337,120281,121565,121565,121565,,121565
Cuba,CUB,2017,118780,118780,117580,115800,118780,118780,118780,,118780
Cuba,CUB,2018,114352,114352,114352,115739,114352,114352,114352,,114352
Cuba,CUB,2019,114299,114299,114299,113219,114299,114299,114299,,114299
Cuba,CUB,2020,111860,111860,110730,107459,110730,111860,110730,,111860
Cuba,CUB,2021,106212,106212,105139,102559,106212,106212,106212,,106212
Curacao,CUW,1980,,,,3180,,,,,
Curacao,CUW,1981,,,,3186,,,,,
Curacao,CUW,1982,,,,3197,,,,,
Curacao,CUW,1983,,,,3209,,,,,
Curacao,CUW,1984,,,,3220,,,,,
Curacao,CUW,1985,,,,3232,,,,,
Curacao,CUW,1986,,,,3239,,,,,
Curacao,CUW,1987,,,,3238,,,,,
Curacao,CUW,1988,,,,3224,,,,,
Curacao,CUW,1989,,,,3192,,,,,
Curacao,CUW,1990,,,,3143,,,,,
Curacao,CUW,1991,,,,3072,,,,,
Curacao,CUW,1992,,,,2980,,,,,
Curacao,CUW,1993,,,,2867,,,,,
Curacao,CUW,1994,,,,2745,,,,,
Curacao,CUW,1995,,,,2627,,,,,
Curacao,CUW,1996,,,,2515,,,,,
Curacao,CUW,1997,,,,2414,,,,,
Curacao,CUW,1998,,,,2329,,,,,
Curacao,CUW,1999,,,,2256,,,,,
Curacao,CUW,2000,,,,2189,,,,,
Curacao,CUW,2001,,,,2131,,,,,
Curacao,CUW,2002,,,,2096,,,,,
Curacao,CUW,2003,,,,2091,,,,,
Curacao,CUW,2004,,,,2100,,,,,
Curacao,CUW,2005,,,,2155,,,,,
Curacao,CUW,2006,,,,2228,,,,,
Curacao,CUW,2007,,,,2259,,,,,
Curacao,CUW,2008,,,,2256,,,,,
Curacao,CUW,2009,,,,2221,,,,,
Curacao,CUW,2010,,,,2176,,,,,
Curacao,CUW,2011,,,,2127,,,,,
Curacao,CUW,2012,,,,2168,,,,,
Curacao,CUW,2013,,,,2206,,,,,
Curacao,CUW,2014,,,,2139,,,,,
Curacao,CUW,2015,,,,2059,,,,,
Curacao,CUW,2016,,,,1922,,,,,
Curacao,CUW,2017,,,,1740,,,,,
Curacao,CUW,2018,,,,1865,,,,,
Curacao,CUW,2019,,,,2128,,,,,
Curacao,CUW,2020,,,,2155,,,,,
Curacao,CUW,2021,,,,2144,,,,,
Cyprus,CYP,1980,,4168,4290,12872,3555,,3555,,
Cyprus,CYP,1981,,7047,5537,13258,3524,,3524,,
Cyprus,CYP,1982,,3385,3515,13822,2734,,2734,,
Cyprus,CYP,1983,,4629,4901,14405,2587,,2587,,
Cyprus,CYP,1984,,4250,4392,14620,3542,,3542,,
Cyprus,CYP,1985,,8763,8763,14585,6177,,6177,,
Cyprus,CYP,1986,,13050,13050,14547,8605,,8605,,
Cyprus,CYP,1987,,13307,13307,14498,13021,,13021,,
Cyprus,CYP,1988,,12835,12835,14434,10553,,10553,,
Cyprus,CYP,1989,,13201,13201,14350,10788,,10788,,
Cyprus,CYP,1990,,13118,13259,14238,10861,,10861,,
Cyprus,CYP,1991,2797,13146,13146,14081,10908,,10908,,
Cyprus,CYP,1992,3740,13020,13158,14155,11081,,11081,,
Cyprus,CYP,1993,5751,13327,13327,14771,11363,,11363,,
Cyprus,CYP,1994,7917,13929,14076,14951,12023,,12023,,
Cyprus,CYP,1995,10073,14220,14220,14458,12295,,12295,,
Cyprus,CYP,1996,12646,14084,14084,14037,12934,,12934,,
Cyprus,CYP,1997,12313,13712,13712,13662,12593,,12593,,
Cyprus,CYP,1998,12011,13376,13376,13313,12148,,12148,,
Cyprus,CYP,1999,11857,12923,12923,12973,11591,,11591,,
Cyprus,CYP,2000,11569,12609,12609,12617,11179,4160,11179,,
Cyprus,CYP,2001,11255,12267,12267,12248,10876,4047,10876,,
Cyprus,CYP,2002,10794,12021,12021,12053,10549,3925,10549,,
Cyprus,CYP,2003,10615,11821,11821,12105,10373,6996,10373,,
Cyprus,CYP,2004,10647,11857,11857,12213,10405,7017,10405,,
Cyprus,CYP,2005,10725,11943,11943,12297,10481,7068,10481,,
Cyprus,CYP,2006,11396,11886,11886,12365,10661,11029,10661,,
Cyprus,CYP,2007,11448,11941,11941,12432,10710,11079,10710,,
Cyprus,CYP,2008,11504,11999,11999,12514,10762,11133,10762,,
Cyprus,CYP,2009,11949,12323,12323,12623,10829,11949,10829,,
Cyprus,CYP,2010,12057,12433,12433,12774,10926,12057,10926,,
Cyprus,CYP,2011,12271,12654,12654,13036,11120,12271,11120,,
Cyprus,CYP,2012,12580,12973,12973,13415,11269,12580,11269,,
Cyprus,CYP,2013,12933,13337,13337,13287,11586,12933,11586,,
Cyprus,CYP,2014,12807,13208,13208,13056,11473,12807,11473,,
Cyprus,CYP,2015,12719,12719,12719,13242,11801,12719,11801,,
Cyprus,CYP,2016,12903,12903,12903,13514,11972,12770,11972,,
Cyprus,CYP,2017,13168,13168,13168,13505,12218,13032,12218,,
Cyprus,CYP,2018,13161,13432,13161,13275,12211,13161,12211,,
Cyprus,CYP,2019,12538,12804,12804,13265,11471,12271,11471,,
Cyprus,CYP,2020,12515,12781,12781,13195,11450,12249,11450,,
Cyprus,CYP,2021,12432,12696,12696,12964,11374,12167,11374,,
Czechia,CZE,1980,,,,161405,,,,,
Czechia,CZE,1981,,,,148022,,,,,
Czechia,CZE,1982,,,,141167,,,,,
Czechia,CZE,1983,,,,137763,,,,,
Czechia,CZE,1984,,,,135440,,,,,
Czechia,CZE,1985,,,,134720,,,,,
Czechia,CZE,1986,,,,133057,,,,,
Czechia,CZE,1987,,,,130692,,,,,
Czechia,CZE,1988,,,,130266.01,,,,,
Czechia,CZE,1989,,,,129011.99,,,,,
Czechia,CZE,1990,,,,127776,,,,,
Czechia,CZE,1991,,,,128285,,,,,
Czechia,CZE,1992,,,,124389,,,,,
Czechia,CZE,1993,,122947,122947,120394,121705,,121705,,121705
Czechia,CZE,1994,,117804,117804,112985,116602,,116602,,114198
Czechia,CZE,1995,,108287,110543,100712,108287,,108287,,107159
Czechia,CZE,1996,,97657,98663,92755,97657,,97657,,96650
Czechia,CZE,1997,,90846,89919,90038,88992,,88992,,89919
Czechia,CZE,1998,,87988,87090,90048,85295,,85295,,87988
Czechia,CZE,1999,,87878,87878,89516,86981,,86981,,87878
Czechia,CZE,2000,,87408,87408,89073,86516,,86516,,87408
Czechia,CZE,2001,,86961,86074,89653,86074,,86074,,86961
Czechia,CZE,2002,76982,87724,86829,91344,87724,85038,87724,,86829
Czechia,CZE,2003,84101,88672,88672,92981,88672,88672,88672,,89586
Czechia,CZE,2004,91182,91182,89321,95431,90252,91182,90252,,92113
Czechia,CZE,2005,94548,92638,91683,99716,92638,92638,92638,,94548
Czechia,CZE,2006,97820,97820,97820,103954,96822,96822,96822,,98818
Czechia,CZE,2007,103306,103306,103306,110395,102263,103306,102263,,103306
Czechia,CZE,2008,110162,110162,110162,117447,107937,110162,107937,,110162
Czechia,CZE,2009,117491,117491,117491,119553,116304,117491,116304,,116304
Czechia,CZE,2010,120036,120036,120036,119112,118823,120036,118823,,
Czechia,CZE,2011,119059,119059,119059,113935,117857,119059,117857,,
Czechia,CZE,2012,113128,113128,113128,108725,111986,113128,111986,,
Czechia,CZE,2013,108054,106962,108054,107764,108054,108054,108054,,
Czechia,CZE,2014,106989,104828,106989,108722,106989,106989,106989,,
Czechia,CZE,2015,105426,105426,105426,110449,107600,105426,107600,,
Czechia,CZE,2016,105972,105972,105972,110343,108180,105972,108180,,
Czechia,CZE,2017,103953,106164,103953,110757,107270,103953,107270,,
Czechia,CZE,2018,106827,107940,106827,111349,106827,106827,106827,,
Czechia,CZE,2019,108713,108713,108713,111246,103109,108713,103109,,
Czechia,CZE,2020,107172,108289,107172,108888,104940,107172,104940,,
Czechia,CZE,2021,102355,102355,102355,105332,105621,102355,105621,,
Democratic Republic of Congo,COD,1980,,,149669,1106929,179603,,,,568743
Democratic Republic of Congo,COD,1981,,186751,186751,1141796,238626,,,,632877
Democratic Republic of Congo,COD,1982,,182105,235665,1172978,267801,,,,664146
Democratic Republic of Congo,COD,1983,,176268,286436,1207751,330503,,,,716091
Democratic Republic of Congo,COD,1984,,306807,340897,1248780,340897,,,,704520
Democratic Republic of Congo,COD,1985,,435174,399890,1296156,470458,,,,670403
Democratic Republic of Congo,COD,1986,,390790,476275,1344581,476275,,,,622821
Democratic Republic of Congo,COD,1987,,481856,481856,1390797,519898,,,,722785
Democratic Republic of Congo,COD,1988,,538233,538233,1432775,577616,,,,774531
Democratic Republic of Congo,COD,1989,,514273,514273,1471552,554874,,,,744343
Democratic Republic of Congo,COD,1990,,487041,473126,1512414,528788,,,,904506
Democratic Republic of Congo,COD,1991,,228982,228982,1561466,243294,,,,300539
Democratic Republic of Congo,COD,1992,,339704,457862,1611796,369243,,,,472631
Democratic Republic of Congo,COD,1993,,442670,442670,1656235,503728,,,,656372
Democratic Republic of Congo,COD,1994,,410271,426050,1721561,615406,,,,725863
Democratic Republic of Congo,COD,1995,,376663,393040,1831119,442170,,,,556806
Democratic Republic of Congo,COD,1996,,311014,311014,1910582,362850,,,,431964
Democratic Republic of Congo,COD,1997,,324499,324499,1919347,360555,,,,450694
Democratic Republic of Congo,COD,1998,,327582,327582,1922476,363980,,,,454975
Democratic Republic of Congo,COD,1999,,457339,384165,1957286,274403,,,,548806
Democratic Republic of Congo,COD,2000,,746199,783509,2014879,858129,,,,1063333
Democratic Republic of Congo,COD,2001,,577233,577233,2072900.9,673439,,,,827368
Democratic Republic of Congo,COD,2002,,753599,793262,2132476,832925,,,,991578
Democratic Republic of Congo,COD,2003,,837795,960399,2193731,1001267,,,,1246476
Democratic Republic of Congo,COD,2004,,1137882,1095738,2251198,1201097,,,,1432888
Democratic Republic of Congo,COD,2005,,1300865,1300865,2314775,1322546,,,,1561038
Democratic Republic of Congo,COD,2006,,1385245,1385245,2395821,1407588,,,,1608672
Democratic Republic of Congo,COD,2007,1506153,1506153,1482982,2481723,1482982,,,,1761041
Democratic Republic of Congo,COD,2008,1635016,1635016,1610972,2567177,1538839,,,,1899504
Democratic Republic of Congo,COD,2009,1768758,1768758,1718934,2660425,1619286,1768758,,,2067703
Democratic Republic of Congo,COD,2010,1551768,1551768,1758670,2753908,1706945,1551768,,,2146612
Democratic Republic of Congo,COD,2011,1877377,1877377,1743279,2853999,1770098,1877377,,,1743279
Democratic Republic of Congo,COD,2012,1976103,1976103,1920438,2958903,1920438,1976103,,,2310093
Democratic Republic of Congo,COD,2013,2051942,2051942,2051942,3047593,1965240,2051942,,,2456550
Democratic Republic of Congo,COD,2014,2175920,2175920,2146113,3134242,2056692,2175920,,,2384570
Democratic Republic of Congo,COD,2015,2147944,2147944,2117259,3225344,1994520,2147944,,,2424109
Democratic Republic of Congo,COD,2016,2213478,2213478,2086994,3319224,1992131,2213478,,,2624553
Democratic Republic of Congo,COD,2017,2312632,2312632,2312632,3424628,2117198,2312632,,,2768644
Democratic Republic of Congo,COD,2018,2387029,2387029,2420649,3528825,2151688,2387029,,,2891330
Democratic Republic of Congo,COD,2019,2530293,2530293,2564955,3623263,2253001,2530293,,138646,2911570
Democratic Republic of Congo,COD,2020,2493938,2493938,2565194,3715000,2208917,2493938,,961948,2957098
Democratic Republic of Congo,COD,2021,2376935,2376935,2376935,3813316,2011253,2376935,,1901548,2450071
Denmark,DNK,1980,,53416,60093,58117,,,,,
Denmark,DNK,1981,,51265,57091,55066,,,,,
Denmark,DNK,1982,,48034,54660,52815,,,,,
Denmark,DNK,1983,,45548,51904,51677,,,,,
Denmark,DNK,1984,,44578,49762,51412,,,,,
Denmark,DNK,1985,,46421,51063,52767,,,,,
Denmark,DNK,1986,,47117,49765,54379,,,,,
Denmark,DNK,1987,,48018,52929,55589,44744,,44744,,
Denmark,DNK,1988,,48539,55234,57362,40170,,40170,,
Denmark,DNK,1989,,51245,56427,59943,46063,,46063,,
Denmark,DNK,1990,,54158,59573,62306,50547,,50547,,
Denmark,DNK,1991,,56300,61304,63947,53797,,53797,,
Denmark,DNK,1992,,58432,62927,66090,54579,,54579,,
Denmark,DNK,1993,,58406,63716,67766,53761,54424,53761,,
