Entity,Code,Year,Indicator:Number of cases of yaws reported,Total (estimated) polio cases,Reported cases of guinea worm disease in humans,"Number of new cases of rabies, in both sexes aged all ages","Number of new cases of malaria, in both sexes aged all ages","Number of new cases of hiv/aids, in both sexes aged all ages","Number of new cases of tuberculosis, in both sexes aged all ages",Number of reported smallpox cases,Reported cholera cases
Cook Islands,COK,1996,,0,0,0.00017309553,0,0.5324359,4.0654206,,
Cook Islands,COK,1997,,0,0,0.00019114386,0,0.59335274,4.0109544,,
Cook Islands,COK,1998,,0,0,0.0002115441,0,0.6595885,3.9589512,,
Cook Islands,COK,1999,,0,0,0.00022862937,0,0.7366844,3.9224522,,
Cook Islands,COK,2000,,0,0,0.000235798,0,0.8143205,3.9099996,,
Cook Islands,COK,2001,,0,0,0.00021981272,0,0.910738,3.914649,,
Cook Islands,COK,2002,,0,0,0.00018195856,0,1.025612,3.9308696,,
Cook Islands,COK,2003,,0,0,0.00013764786,0,1.1446238,3.953748,,
Cook Islands,COK,2004,,0,0,0.00010100627,0,1.2709808,3.9815443,,
Cook Islands,COK,2005,,0,0,0.00008538081,0,1.4174125,4.0151153,,
Cook Islands,COK,2006,,0,0,0.00008491988,0,1.541474,4.0380654,,
Cook Islands,COK,2007,,0,0,0.000084985135,0,1.6817464,4.033911,,
Cook Islands,COK,2008,,0,0,0.00008577661,0,1.8477393,4.007939,,
Cook Islands,COK,2010,,0,0,0.000090637586,0,2.1708825,3.9212685,,
Cook Islands,COK,2009,,,0,0.00008748406,0,2.0259786,3.9676485,,
Cook Islands,COK,2011,,,0,0.000095747586,0,2.3675435,3.8525364,,
Cook Islands,COK,2012,,,0,0.00010336768,0,2.5781534,3.7613935,,
Cook Islands,COK,2013,,,0,0.00011211132,0,2.7280242,3.6645005,,
Cook Islands,COK,2014,,,0,0.00012058927,0,2.9632652,3.578213,,
Cook Islands,COK,2015,,,0,0.00012791506,0,3.1639018,3.515524,,
Cook Islands,COK,2016,,,0,0.00013497911,0,3.4425063,3.457844,,
Cook Islands,COK,2017,,,0,0.00014056455,0,3.8094141,3.436703,,
Cook Islands,COK,2018,,,0,0.00014311408,0,4.245645,3.4842439,,
Cook Islands,COK,2019,,,0,0.0001436964,0,4.7506742,3.576522,,
Cook Islands,COK,2020,,,0,,,,,,
Cook Islands,COK,2021,,,0,,,,,,
Cook Islands,COK,2022,,,0,,,,,,
Costa Rica,CRI,1980,,0,0,,,,,,
Costa Rica,CRI,1981,,0,0,,,,,,
Costa Rica,CRI,1982,,0,0,,,,,,
Costa Rica,CRI,1983,,0,0,,,,,,
Costa Rica,CRI,1984,,0,0,,,,,,
Costa Rica,CRI,1985,,0,0,,,,,,
Costa Rica,CRI,1986,,0,0,,,,,,
Costa Rica,CRI,1987,,0,0,,,,,,
Costa Rica,CRI,1988,,0,0,,,,,,
Costa Rica,CRI,1989,,0,0,,,,,,
Costa Rica,CRI,1990,,0,0,0.14841992,5327.4243,194.29962,489.2343,,
Costa Rica,CRI,1991,,0,0,0.1839787,9416.171,202.6217,492.01978,,
Costa Rica,CRI,1992,,0,0,0.21143433,12810.306,209.66438,494.97543,,12
Costa Rica,CRI,1993,,0,0,0.2318815,15454.936,214.00146,498.80972,,14
Costa Rica,CRI,1994,,0,0,0.24671154,17294.8,219.2481,504.14392,,38
Costa Rica,CRI,1995,,0,0,0.2575876,18274.684,220.71301,511.74142,,24
Costa Rica,CRI,1996,,0,0,0.24685583,17363.764,228.08675,518.60333,,19
Costa Rica,CRI,1997,,0,0,0.20496196,14313.9375,230.26068,522.07855,,1
Costa Rica,CRI,1998,,0,0,0.14667363,10364.626,246.02747,523.3219,,
Costa Rica,CRI,1999,,0,0,0.09012767,6907.4575,261.0787,523.6588,,
Costa Rica,CRI,2000,,0,0,0.056293793,5475.24,276.15976,524.79016,,
Costa Rica,CRI,2001,,0,0,0.041223153,5722.324,307.94882,522.11993,,
Costa Rica,CRI,2002,,0,0,0.027088813,6148.4243,319.88202,512.4904,,
Costa Rica,CRI,2003,,0,0,0.015156155,6641.368,316.4098,500.20377,,
Costa Rica,CRI,2004,,0,0,0.0068071852,7079.072,318.75043,489.62344,,
Costa Rica,CRI,2005,,0,0,0.0034986772,7332.1875,333.90717,485.67676,,
Costa Rica,CRI,2006,,0,0,0.0032436464,6704.111,332.49707,486.41592,,
Costa Rica,CRI,2007,,0,0,0.003025248,5004.999,355.7263,486.69153,,
Costa Rica,CRI,2008,,0,0,0.002855248,2888.9429,367.50543,486.04034,,
Costa Rica,CRI,2009,,0,0,0.0027437706,1048.401,395.4244,483.7291,,
Costa Rica,CRI,2010,,0,0,0.0027066523,213.31566,398.0536,479.00403,,
Costa Rica,CRI,2011,,0,0,0.002707168,139.6835,415.3199,465.8522,,
Costa Rica,CRI,2012,,0,0,0.002700853,80.365,414.6545,442.75754,,
Costa Rica,CRI,2013,,0,0,0.00269197,36.51717,408.98984,416.10132,,
Costa Rica,CRI,2014,,0,0,0.0026845513,9.3293495,387.0661,392.6666,,
Costa Rica,CRI,2015,,0,0,0.0026792665,0,392.16376,379.69223,,
Costa Rica,CRI,2016,,0,0,0.0025912751,0,387.30762,375.17624,,
Costa Rica,CRI,2017,,0,0,0.0024690402,0,398.547,374.40482,,
Costa Rica,CRI,2018,,0,0,0.0023817543,0,410.4157,378.40588,,
Costa Rica,CRI,2019,,0,0,0.002276788,0,411.29315,386.21127,,
Costa Rica,CRI,2020,,0,0,,,,,,
Costa Rica,CRI,2021,,,0,,,,,,
Costa Rica,CRI,2022,,,0,,,,,,
Cote d'Ivoire,CIV,2010,3740,0,0,103.69643,10197168,34749.36,34383.81,,32
Cote d'Ivoire,CIV,2011,3343,72,0,105.934746,9875109,32476,34778.78,,1261
Cote d'Ivoire,CIV,2012,3092,0,0,108.051765,9212145,29888.785,35108.14,,424
Cote d'Ivoire,CIV,2013,2256,0,0,109.90075,8447298,27568.768,35421.895,,56
Cote d'Ivoire,CIV,2014,2650,0,0,111.27827,7835198.5,24960.555,35783.23,,235
Cote d'Ivoire,CIV,2015,1940,0,0,112.01404,7648190.5,22335.736,36249.023,,199
Cote d'Ivoire,CIV,2016,1581,0,0,106.7493,8320201.5,20130.865,36924.445,,
Cote d'Ivoire,CIV,1980,,329,0,,,,,,
Cote d'Ivoire,CIV,1981,,217,0,,,,,,
Cote d'Ivoire,CIV,1982,,154,0,,,,,,34
Cote d'Ivoire,CIV,1983,,28,0,,,,,,
Cote d'Ivoire,CIV,1984,,14,0,,,,,,
Cote d'Ivoire,CIV,1985,,126,0,,,,,,
Cote d'Ivoire,CIV,1986,,210,0,,,,,,
Cote d'Ivoire,CIV,1987,,168,0,,,,,,
Cote d'Ivoire,CIV,1988,,231,0,,,,,,
Cote d'Ivoire,CIV,1989,,133,1555,,,,,,
Cote d'Ivoire,CIV,1990,,196,1360,90.78104,6806835.5,97276.59,23146.244,,
Cote d'Ivoire,CIV,1994,,14,5061,97.81681,7729794,112940.33,25847.227,,1108
Cote d'Ivoire,CIV,1995,,819,3801,98.49987,7952171,103919.06,26534.49,,4993
Cote d'Ivoire,CIV,1996,,3,2794,97.10667,8168034,94098.414,27188.49,,1345
Cote d'Ivoire,CIV,1997,,7,1254,93.127525,8375723.5,84918.76,27822.54,,
Cote d'Ivoire,CIV,1998,,42,1414,88.18143,8578541,77077.695,28444.342,,
Cote d'Ivoire,CIV,1999,,10,476,83.95361,8779893,70489.086,29073.504,,
Cote d'Ivoire,CIV,2000,,1,297,82.61034,8985525,64791.875,29723.564,,
Cote d'Ivoire,CIV,2001,,0,231,83.6358,9197534,60207.84,30403.598,,5912
Cote d'Ivoire,CIV,2002,,0,198,84.82033,9410797,56520.453,31107.355,,4188
Cote d'Ivoire,CIV,2003,,2,42,86.18847,9621477,53190.84,31798.203,,1034
Cote d'Ivoire,CIV,2004,,34,21,87.8346,9825696,50032.234,32438.006,,105
Cote d'Ivoire,CIV,2005,,0,10,89.7289,10018846,47157.04,32988.32,,39
Cote d'Ivoire,CIV,2006,,0,5,92.05315,10168988,44339.87,33376.883,,414
Cote d'Ivoire,CIV,2007,,0,0,94.93608,10252583,41301.938,33621.68,,8
Cote d'Ivoire,CIV,2008,,1,0,98.072105,10279026,38495.22,33808.11,,7
Cote d'Ivoire,CIV,2009,,52,0,101.1113,10257415,36459.72,34031.22,,5
Cote d'Ivoire,CIV,2017,,0,0,98.737656,9005389,17845.367,37507.004,,
Cote d'Ivoire,CIV,2018,,0,0,93.912445,8966677,15693.277,37025.652,,
Cote d'Ivoire,CIV,2019,,0,0,89.89114,8513705,14695.901,35381.55,,
Cote d'Ivoire,CIV,2020,,128,0,,,,,,
Cote d'Ivoire,CIV,1991,,,12690,93.37435,7042040,111564.9,23813.023,,604
Cote d'Ivoire,CIV,1992,,,0,95.35814,7274423,118829.62,24485.207,,37
Cote d'Ivoire,CIV,1993,,,8034,96.76422,7503787.5,118781.67,25158.861,,724
Cote d'Ivoire,CIV,2021,,,0,,,,,,12
Cote d'Ivoire,CIV,2022,,,0,,,,,,
Cote d'Ivoire,CIV,1970,,,,,,,,,868
Cote d'Ivoire,CIV,1971,,,,,,,,,668
Cote d'Ivoire,CIV,1979,,,,,,,,,3
Croatia,HRV,1991,,0,0,0.02661143,0,37.37988,1350.2559,,
Croatia,HRV,1992,,0,0,0.026133241,0,40.982086,1355.482,,
Croatia,HRV,1993,,0,0,0.026673919,0,44.965256,1352.0621,,
Croatia,HRV,1994,,0,0,0.027786817,0,44.657806,1342.1486,,
Croatia,HRV,1995,,0,0,0.029572697,0,47.618748,1328.3192,,
Croatia,HRV,1996,,0,0,0.033318136,0,45.40076,1285.5746,,
Croatia,HRV,1997,,0,0,0.04019959,0,41.953014,1205.4576,,
Croatia,HRV,1998,,0,0,0.048275825,0,36.847897,1110.7195,,
Croatia,HRV,1999,,0,0,0.05501961,0,34.731964,1024.5731,,
Croatia,HRV,2000,,0,0,0.059054907,0,31.47587,970.16785,,
Croatia,HRV,2001,,0,0,0.056338575,0,30.389307,942.5562,,
Croatia,HRV,2002,,0,0,0.04981545,0,31.026173,922.51013,,
Croatia,HRV,2003,,0,0,0.041977115,0,33.227634,905.4869,,
Croatia,HRV,2004,,0,0,0.035148256,0,38.1126,888.1502,,
Croatia,HRV,2005,,0,0,0.03202751,0,45.383995,867.3202,,
Croatia,HRV,2006,,0,0,0.02918238,0,47.34523,835.7939,,
Croatia,HRV,2007,,0,0,0.02629937,0,57.38556,793.66626,,
Croatia,HRV,2008,,0,0,0.02391083,0,60.192345,745.3728,,
Croatia,HRV,2009,,0,0,0.022692624,0,53.566658,696.48755,,
Croatia,HRV,2010,,0,0,0.02369895,0,53.430237,652.1385,,
Croatia,HRV,2011,,0,0,0.025046816,0,56.203068,606.8136,,
Croatia,HRV,2012,,0,0,0.02665011,0,53.14536,557.057,,
Croatia,HRV,2013,,0,0,0.028254373,0,55.138187,509.09897,,
Croatia,HRV,2014,,0,0,0.03003676,0,50.86121,470.04913,,
Croatia,HRV,2015,,0,0,0.03213999,0,43.209774,446.6337,,
Croatia,HRV,2016,,0,0,0.033997107,0,43.135487,436.71216,,
Croatia,HRV,2017,,0,0,0.03587483,0,42.560204,429.57217,,
Croatia,HRV,2018,,0,0,0.037337016,0,42.12703,420.22113,,
Croatia,HRV,2019,,0,0,0.0385452,0,41.86926,408.47467,,
Croatia,HRV,2020,,0,0,,,,,,
Croatia,HRV,1980,,,0,,,,,,
Croatia,HRV,1981,,,0,,,,,,
Croatia,HRV,1982,,,0,,,,,,
Croatia,HRV,1983,,,0,,,,,,
Croatia,HRV,1984,,,0,,,,,,
Croatia,HRV,1985,,,0,,,,,,
Croatia,HRV,1986,,,0,,,,,,
Croatia,HRV,1987,,,0,,,,,,
Croatia,HRV,1988,,,0,,,,,,
Croatia,HRV,1989,,,0,,,,,,
Croatia,HRV,1990,,,0,0.027635323,0,36.580757,1331.8759,,
Croatia,HRV,2021,,,0,,,,,,
Croatia,HRV,2022,,,0,,,,,,
Cuba,CUB,1980,,0,0,,,,,,
Cuba,CUB,1981,,0,0,,,,,,
Cuba,CUB,1982,,0,0,,,,,,
Cuba,CUB,1983,,0,0,,,,,,
Cuba,CUB,1984,,0,0,,,,,,
Cuba,CUB,1985,,0,0,,,,,,
Cuba,CUB,1986,,0,0,,,,,,
Cuba,CUB,1987,,0,0,,,,,,
Cuba,CUB,1988,,0,0,,,,,,
Cuba,CUB,1989,,0,0,,,,,,
Cuba,CUB,1990,,0,0,0.7391618,0,200.45116,1483.2167,,
Cuba,CUB,1991,,0,0,0.7740454,0,214.44817,1443.4269,,
Cuba,CUB,1992,,0,0,0.79103947,0,206.44492,1403.1895,,
Cuba,CUB,1993,,0,0,0.7910262,0,213.14626,1366.3702,,
Cuba,CUB,1994,,0,0,0.77773935,0,202.19205,1338.1282,,
Cuba,CUB,1995,,0,0,0.7559805,0,212.65163,1323.279,,
Cuba,CUB,1996,,0,0,0.7154817,0,225.44215,1312.2958,,
Cuba,CUB,1997,,0,0,0.6610001,0,258.3678,1294.1412,,
Cuba,CUB,1998,,0,0,0.6030385,0,298.36462,1270.8912,,
Cuba,CUB,1999,,0,0,0.5515744,0,347.0652,1245.284,,
Cuba,CUB,2000,,0,0,0.517109,0,404.48358,1221.0516,,
Cuba,CUB,2001,,0,0,0.49336883,0,489.68884,1185.816,,
Cuba,CUB,2002,,0,0,0.4619443,0,612.5183,1133.9893,,
Cuba,CUB,2003,,0,0,0.4266918,0,726.64795,1077.8688,,
Cuba,CUB,2004,,0,0,0.39154607,0,819.15576,1029.3971,,
Cuba,CUB,2005,,0,0,0.36071667,0,929.9401,1001.0824,,
Cuba,CUB,2006,,0,0,0.32307887,0,1057.2198,988.14825,,
Cuba,CUB,2007,,0,0,0.27245787,0,1162.6101,977.75494,,
Cuba,CUB,2008,,0,0,0.22004311,0,1322.8073,968.3219,,
Cuba,CUB,2009,,0,0,0.17911597,0,1486.9912,957.72955,,
Cuba,CUB,2010,,0,0,0.16540313,0,1715.1775,943.8098,,
Cuba,CUB,2011,,0,0,0.20592561,0,1919.9572,914.3005,,
Cuba,CUB,2012,,0,0,0.2960364,0,2074.4993,865.5057,,417
Cuba,CUB,2013,,0,0,0.40333432,0,2150.02,808.7491,,181
Cuba,CUB,2014,,0,0,0.49564672,0,2111.102,755.7668,,76
Cuba,CUB,2015,,0,0,0.53863114,0,1981.6206,718.24286,,65
Cuba,CUB,2016,,0,0,0.5229387,0,2089.8242,692.0756,,
Cuba,CUB,2017,,0,0,0.49380866,0,2046.963,674.3322,,
Cuba,CUB,2018,,0,0,0.4681896,0,2011.4076,668.5964,,
Cuba,CUB,2019,,0,0,0.4377825,0,2016.8514,670.67725,,
Cuba,CUB,2020,,0,0,,,,,,
Cuba,CUB,2021,,,0,,,,,,
Cuba,CUB,2022,,,0,,,,,,
Cyprus,CYP,1980,,0,0,,,,,,
Cyprus,CYP,1981,,0,0,,,,,,
Cyprus,CYP,1982,,0,0,,,,,,
Cyprus,CYP,1983,,0,0,,,,,,
Cyprus,CYP,1984,,0,0,,,,,,
Cyprus,CYP,1985,,0,0,,,,,,
Cyprus,CYP,1986,,0,0,,,,,,
Cyprus,CYP,1987,,0,0,,,,,,
Cyprus,CYP,1988,,0,0,,,,,,
Cyprus,CYP,1989,,0,0,,,,,,
Cyprus,CYP,1990,,0,0,0.004462823,0,3.9478104,54.748154,,
Cyprus,CYP,1991,,7,0,0.0045093196,0,4.54929,54.629135,,
Cyprus,CYP,1992,,0,0,0.0045505413,0,4.5694623,54.407864,,
Cyprus,CYP,1993,,0,0,0.004590117,0,4.801907,54.135067,,
Cyprus,CYP,1994,,0,0,0.004635385,0,5.285927,53.872387,,
Cyprus,CYP,1995,,7,0,0.004691725,0,5.8074193,53.66018,,
Cyprus,CYP,1996,,0,0,0.0047559035,0,6.199864,53.43559,,
Cyprus,CYP,1997,,0,0,0.004827903,0,6.5079985,53.118534,,
Cyprus,CYP,1998,,0,0,0.0048994217,0,6.6384034,52.713745,,
Cyprus,CYP,1999,,0,0,0.0049716933,0,6.591333,52.241264,,
Cyprus,CYP,2000,,0,0,0.0050578006,0,6.488442,51.735027,,
Cyprus,CYP,2001,,0,0,0.0050922153,0,6.4950066,51.09655,,
Cyprus,CYP,2002,,0,0,0.0050304644,0,7.3155384,50.26809,,
Cyprus,CYP,2003,,0,0,0.0049184356,0,6.3127594,49.344288,,
Cyprus,CYP,2004,,0,0,0.0048037106,0,6.7387166,48.424835,,
Cyprus,CYP,2005,,0,0,0.004738196,0,6.631225,47.602764,,
Cyprus,CYP,2006,,0,0,0.004614717,0,6.920492,46.82074,,
Cyprus,CYP,2007,,0,0,0.004321321,0,7.969911,45.98805,,
Cyprus,CYP,2008,,0,0,0.003929502,0,7.61264,45.177906,,
Cyprus,CYP,2009,,0,0,0.003547991,0,7.9093475,44.46112,,
Cyprus,CYP,2010,,0,0,0.0032974773,0,10.642367,43.90978,,
Cyprus,CYP,2011,,0,0,0.0031015095,0,10.829107,43.24999,,
Cyprus,CYP,2012,,0,0,0.0028363664,0,11.014883,42.24644,,
Cyprus,CYP,2013,,0,0,0.0025778108,0,11.642241,41.049828,,
Cyprus,CYP,2014,,0,0,0.002389293,0,11.788625,39.840588,,
Cyprus,CYP,2015,,0,0,0.002330882,0,12.369635,38.820812,,
Cyprus,CYP,2016,,0,0,0.0023003446,0,11.829371,37.567684,,
Cyprus,CYP,2017,,0,0,0.0022777107,0,11.590363,37.003292,,
Cyprus,CYP,2018,,0,0,0.0023358348,0,11.38064,37.886806,,
Cyprus,CYP,2019,,0,0,0.0024235821,0,11.436045,39.7094,,
Cyprus,CYP,2020,,0,0,,,,,,
Cyprus,CYP,2021,,,0,,,,,,
Cyprus,CYP,2022,,,0,,,,,,
Czechia,CZE,1991,,0,0,0.012256199,0,23.726273,1331.667,,
Czechia,CZE,1992,,0,0,0.011640165,0,25.500725,1295.9265,,
Czechia,CZE,1993,,0,0,0.011319357,0,28.937061,1263.9158,,
Czechia,CZE,1994,,0,0,0.011322872,0,35.06075,1237.663,,
Czechia,CZE,1995,,0,0,0.011706067,0,42.45469,1218.5465,,
Czechia,CZE,1996,,0,0,0.012854185,0,48.757748,1199.477,,
Czechia,CZE,1997,,0,0,0.014909989,0,55.22376,1175.0145,,
Czechia,CZE,1998,,0,0,0.017335132,0,60.380127,1148.831,,
Czechia,CZE,1999,,0,0,0.019692501,0,58.52022,1124.7006,,
Czechia,CZE,2000,,0,0,0.021409798,0,63.646744,1105.8258,,
Czechia,CZE,2001,,0,0,0.022236973,0,64.42913,1079.5217,,
Czechia,CZE,2002,,0,0,0.022581859,0,69.018,1037.0083,,2
Czechia,CZE,2003,,0,0,0.022402622,0,73.53087,986.76105,,
Czechia,CZE,2004,,0,0,0.02207555,0,76.84221,938.38245,,
Czechia,CZE,2005,,0,0,0.021948917,0,81.488594,901.9507,,
Czechia,CZE,2006,,0,0,0.021621745,0,89.12725,872.77295,,
Czechia,CZE,2007,,0,0,0.021296667,0,92.69728,841.02344,,
Czechia,CZE,2008,,0,0,0.021069571,0,93.50488,807.88464,,
Czechia,CZE,2009,,0,0,0.021455742,0,94.00989,774.3622,,
Czechia,CZE,2010,,0,0,0.0229552,0,98.04043,741.74304,,
Czechia,CZE,2011,,0,0,0.023737567,0,102.1799,705.7232,,
Czechia,CZE,2012,,0,0,0.022964297,0,104.8788,663.68945,,
Czechia,CZE,2013,,0,0,0.020989085,0,110.31724,620.88794,,
Czechia,CZE,2014,,0,0,0.018862715,0,99.427345,583.19147,,
Czechia,CZE,2015,,0,0,0.018010382,0,98.5347,556.5776,,
Czechia,CZE,2016,,0,0,0.01729312,0,94.24813,537.85077,,
Czechia,CZE,2017,,0,0,0.016813315,0,91.82019,526.99866,,
Czechia,CZE,2018,,0,0,0.017222753,0,89.89632,526.433,,
Czechia,CZE,2019,,0,0,0.018348023,0,88.58537,532.76447,,
Czechia,CZE,2020,,0,0,,,,,,
Czechia,CZE,1980,,,0,,,,,,
Czechia,CZE,1981,,,0,,,,,,
Czechia,CZE,1982,,,0,,,,,,
Czechia,CZE,1983,,,0,,,,,,
Czechia,CZE,1984,,,0,,,,,,
Czechia,CZE,1985,,,0,,,,,,
Czechia,CZE,1986,,,0,,,,,,
Czechia,CZE,1987,,,0,,,,,,
Czechia,CZE,1988,,,0,,,,,,
Czechia,CZE,1989,,,0,,,,,,
Czechia,CZE,1990,,,0,0.0131359035,0,19.673553,1368.7417,,
Czechia,CZE,2021,,,0,,,,,,
Czechia,CZE,2022,,,0,,,,,,
Czechia,CZE,1970,,,,,,,,,4
Democratic Republic of Congo,COD,2008,383,20,0,39.70483,29993170,36342.758,188253.94,,30150
Democratic Republic of Congo,COD,1980,,1841,0,,,,,,1051
Democratic Republic of Congo,COD,1981,,1757,0,,,,,,2379
Democratic Republic of Congo,COD,1982,,2541,0,,,,,,10328
Democratic Republic of Congo,COD,1983,,1358,0,,,,,,2977
Democratic Republic of Congo,COD,1984,,924,0,,,,,,162
Democratic Republic of Congo,COD,1985,,686,0,,,,,,740
Democratic Republic of Congo,COD,1986,,945,0,,,,,,1059
Democratic Republic of Congo,COD,1987,,623,0,,,,,,1150
Democratic Republic of Congo,COD,1988,,504,0,,,,,,295
Democratic Republic of Congo,COD,1989,,147,0,,,,,,99
Democratic Republic of Congo,COD,1991,,133,0,36.450535,19434068,81259.84,111125.9,,4066
Democratic Republic of Congo,COD,1992,,70,0,36.97393,20013478,80906.21,114575.914,,1949
Democratic Republic of Congo,COD,1993,,231,0,37.479607,20589204,79158.22,118143.59,,986
Democratic Republic of Congo,COD,1994,,693,0,37.972683,21159384,76467.65,121791.54,,58057
Democratic Republic of Congo,COD,1995,,5145,0,38.45718,21730584,73241.99,125452.56,,553
Democratic Republic of Congo,COD,1996,,243,0,38.92525,22274548,69790.76,129405.27,,7886
Democratic Republic of Congo,COD,1997,,91,0,39.338936,22789078,66239.07,133753.53,,2421
Democratic Republic of Congo,COD,1998,,11,0,39.72969,23309124,62739.086,138428.69,,34899
Democratic Republic of Congo,COD,1999,,50,0,40.103935,23859870,59399.426,143244.12,,12711
Democratic Republic of Congo,COD,2000,,669,0,40.474968,24473258,56204.71,147991.02,,14995
Democratic Republic of Congo,COD,2001,,0,0,40.70216,25287938,53160.918,152664.17,,5728
Democratic Republic of Congo,COD,2002,,0,0,40.689445,26345918,50263.21,157281.78,,31658
Democratic Republic of Congo,COD,2003,,0,0,40.53948,27521744,47549.54,161922.39,,27272
Democratic Republic of Congo,COD,2004,,0,0,40.372818,28678508,44972.316,166690.27,,7665
Democratic Republic of Congo,COD,2005,,0,0,40.31395,29660226,42631.793,171654.36,,13430
Democratic Republic of Congo,COD,2006,,14,0,40.276516,30210902,40488.195,176995.75,,20642
Democratic Republic of Congo,COD,2007,,46,0,40.06541,30276198,38362.605,182592.31,,28269
Democratic Republic of Congo,COD,2009,,9,0,39.22535,29518204,34168.277,193777.62,,22899
Democratic Republic of Congo,COD,2010,,131,0,38.646057,29030472,32019.336,198951.94,,13884
Democratic Republic of Congo,COD,2011,,115,0,37.87938,28203974,30144.291,202524.66,,21700
Democratic Republic of Congo,COD,2012,,19,0,36.76704,26851108,27891.266,204036.81,,33661
Democratic Republic of Congo,COD,2013,,0,0,35.374985,25406326,25131.555,204642.53,,26944
Democratic Republic of Congo,COD,2014,,0,0,33.783768,24349102,23065.074,205653.31,,22203
Democratic Republic of Congo,COD,2015,,0,0,32.103626,24198834,21623.213,208526.25,,19182
Democratic Republic of Congo,COD,2016,,0,0,29.835117,25738764,19583.078,213784.4,,28093
Democratic Republic of Congo,COD,2017,,24,0,27.674961,27300784,17103.557,219384.6,,56190
Democratic Republic of Congo,COD,2018,,40,0,26.28897,27692922,14843.958,222222.88,,30768
Democratic Republic of Congo,COD,2019,,98,0,25.30544,27689486,13826.215,222130.31,,30304
Democratic Republic of Congo,COD,2020,,162,0,,,,,,19789
Democratic Republic of Congo,COD,1990,,,0,35.902985,18851090,79721.81,107822.14,,468
Democratic Republic of Congo,COD,2021,,,0,,,,,,12103
Democratic Republic of Congo,COD,2022,,,0,,,,,,
Democratic Republic of Congo,COD,1978,,,,,,,,,3481
Democratic Republic of Congo,COD,1979,,,,,,,,,5515
Denmark,DNK,1980,,0,0,,,,,,
Denmark,DNK,1981,,7,0,,,,,,
Denmark,DNK,1982,,0,0,,,,,,
Denmark,DNK,1983,,7,0,,,,,,
Denmark,DNK,1984,,0,0,,,,,,
Denmark,DNK,1985,,0,0,,,,,,
Denmark,DNK,1986,,0,0,,,,,,
Denmark,DNK,1987,,0,0,,,,,,
Denmark,DNK,1988,,0,0,,,,,,
Denmark,DNK,1989,,0,0,,,,,,
Denmark,DNK,1990,,0,0,0.038077697,0,309.98,547.853,,1
Denmark,DNK,1991,,0,0,0.038990326,0,307.305,521.1965,,
Denmark,DNK,1992,,0,0,0.03927967,0,308.9459,497.73593,,
Denmark,DNK,1993,,0,0,0.0391326,0,295.08344,478.68533,,2
Denmark,DNK,1994,,0,0,0.038852092,0,271.94818,465.48,,2
Denmark,DNK,1995,,0,0,0.03866238,0,249.83348,459.63678,,3
Denmark,DNK,1996,,0,0,0.036978066,0,235.31857,460.268,,
Denmark,DNK,1997,,0,0,0.03294758,0,239.78908,463.77203,,
Denmark,DNK,1998,,0,0,0.027867127,0,234.37515,468.03616,,
Denmark,DNK,1999,,0,0,0.023151051,0,232.6016,470.7181,,
Denmark,DNK,2000,,0,0,0.02010604,0,226.18907,469.66272,,
Denmark,DNK,2001,,0,0,0.018706085,0,211.15894,458.89276,,
Denmark,DNK,2002,,0,0,0.017758101,0,208.83768,437.71622,,
Denmark,DNK,2003,,0,0,0.017231878,0,211.0251,412.70474,,
Denmark,DNK,2004,,0,0,0.017127147,0,207.9824,390.272,,1
Denmark,DNK,2005,,0,0,0.017323067,0,210.4254,376.7164,,
Denmark,DNK,2006,,0,0,0.017716356,0,217.63062,370.40045,,
Denmark,DNK,2007,,0,0,0.018102229,0,226.4269,365.03183,,
Denmark,DNK,2008,,0,0,0.018418144,0,247.33795,360.1426,,1
Denmark,DNK,2009,,0,0,0.01866247,0,255.79253,355.06815,,
Denmark,DNK,2010,,0,0,0.018744988,0,253.1947,349.31876,,
Denmark,DNK,2011,,0,0,0.018574817,0,253.10625,339.98898,,
Denmark,DNK,2012,,0,0,0.018091178,0,263.29028,326.49844,,
Denmark,DNK,2013,,0,0,0.017574212,0,249.51749,311.8882,,
Denmark,DNK,2014,,0,0,0.01721865,0,257.49835,299.0352,,
Denmark,DNK,2015,,0,0,0.017209806,0,236.11482,291.13602,,
Denmark,DNK,2016,,0,0,0.0171795,0,234.76266,286.34268,,1
Denmark,DNK,2017,,0,0,0.016949173,0,234.77286,282.96738,,
Denmark,DNK,2018,,0,0,0.016989695,0,233.84132,280.9914,,
Denmark,DNK,2019,,0,0,0.017319046,0,234.14763,279.22363,,
Denmark,DNK,2020,,0,0,,,,,,
Denmark,DNK,2021,,,0,,,,,,
Denmark,DNK,2022,,,0,,,,,,
Djibouti,DJI,1981,,280,0,,,,,,
Djibouti,DJI,1982,,245,0,,,,,,
Djibouti,DJI,1984,,1225,0,,,,,,
Djibouti,DJI,1987,,7,0,,,,,,
Djibouti,DJI,1988,,21,0,,,,,,
Djibouti,DJI,1989,,70,0,,,,,,
Djibouti,DJI,1990,,49,0,2.694654,11495.956,51.885258,1596.3776,,
Djibouti,DJI,1991,,0,0,2.7015634,9000.186,126.4737,1580.3259,,
Djibouti,DJI,1992,,21,0,2.7400463,6941.3525,268.63757,1597.5201,,
Djibouti,DJI,1993,,0,0,2.857429,5388.704,512.5285,1667.2522,,10055
Djibouti,DJI,1994,,0,0,2.957909,4188.7324,872.65063,1727.6888,,1122
